Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"I swear it was an accident. #valorant","https://youtube.com/shorts/LZU0k92P_tQ",22029001,1061267,7251,"mooda","If you enjoyed the video, make sure to follow me on my socials!  WATCH ME LIVE 🔴 https://www.twitch.tv/moodafps FOLLOW MY TWITTER 🐦 https://twitter.com/moodafps JOIN THE DISCORD 🔥 https://discord.gg/Ms7tUtnMh7  FOLLOW MY EDITOR 🎬❤️  https://x.com/Ibra_edits","valorant, valorant montage, valorant highlights, valorant moments, valorant clips, sinatraa, shahzam, subroza, 100t asuna, sen shahzam, sen sinatraa, tsm subroza, valorant best moments, valorant daily, best valorant plays, valorant twitch clips, valorant mobile, sinatraa valorant, valorant gameplay, best of valorant, valorant today, tarik valorant, tsm wardell, tenz, tenz valorant, wardell, kyedae, tarik, som valorant, sen tenz, VALORANT, Valorant clips, valorant pro, iitztimmy",2024-07-20 09:45
"Pocket sage be like #valorant","https://youtube.com/shorts/UXZIiQDmZBM",10285521,507002,507,"Keybee Animation","","",2024-12-11 18:39
"STRESS BALL ⚫","https://youtube.com/shorts/WzCL2DXke8Y",8529076,484354,811,"JoeDaBozo","Watch LIVE! twitch JOEDABOZO","joedabozo, valorant, valorantclips, valorantfunny",2025-03-03 14:35
"60 saniyede kaç tane oyun sayabilirsin? #eldorina #valorant #gaming #esports","https://youtube.com/shorts/1FesUm5arFs",8338208,180836,3893,"Papara SuperMassive VALORANT","Bizi sosyal medyada takip et! https://twitter.com/supmassgg https://www.instagram.com/supmassgg https://www.tiktok.com/@supmassgg  Papara SuperMassive YouTube Kanalı: https://www.youtube.com/@supmassgg  STERBEN İLE A'DAN Z'YE ESPOR https://www.youtube.com/watch?v=gUthrnq9gnw PROFESYONEL VALORANT ESPORCULARIYLA BUFF NERF REMOVE https://www.youtube.com/watch?v=z0dyrmnBESA DEADLOCK ANALİZ https://www.youtube.com/watch?v=oK-YJFeHzgw #SUPMASS #VALORANT #60SANİYE","Papara, Supermassive, sup, smb, blaze, papara supermassive, gamerhub, EMEA, EMEA Masters, hızlı hızlı, 60 saniye, baykuş bakışı, elo, lig, hoot, wassup, 20 soruda, esports, gaming, Izzy, Sterben, valorant, valorant esports, valorant champions tour, valorant masters, vct, vct challengers, valorant vctVALORANT, VALORANT Moments, Valorant best moments, League of Legends VALORANT, Jett, Sage, Raze, gameplay, Valorant Tips and Tricks, Valorant Guides, Valorant Rehber, sova ok, valorant türkiye, cyderx",2024-09-26 23:17
"fighting for my love in Valorant...","https://youtube.com/shorts/X52eAEIKi7I",5677294,338715,1262,"schrodingerLee","come hang out: https://www.twitch.tv/schrodingerlee  follow my socials discord for the bois: https://discord.com/invite/schrodingerlee https://www.instagram.com/schrodingerlee https://www.tiktok.com/@schrodingerlee https://twitter.com/schrodingerlee  #schrodingerlee #shorts #valorantfunnymoments","valorant tiktok, valorant tokyo servers, valorant sus, valorant uwu girl, valorant wholesome, valorant, valorant japanese voice, #valorant, valorant girl, valorant meme, valorant japanese, valorant japan server, valorant girl gamer, japan valorant voice, japan valorant tournament, ploo valorant, japanese servers tokyo, making friends on tokyo servers, tokyo valorant, vkimm valorant, tokyo valorant experience, japan valorant server, girl gamer valorant, girls play valorant",2022-06-30 20:01
"Can you guess the VALORANT rank..?","https://youtube.com/shorts/n2SW6JQJNlY",7125412,277447,822,"100 Thieves Valorant","Would you have guessed his rank? #valorant","",2025-03-12 04:42
"The CALMEST calm aim clip in Valorant..","https://youtube.com/shorts/BQXjgKWDIzw",5183276,256368,1184,"Rawzu","Make sure to leave a like, subscribe and turn on notifications so you don't miss a video! ❤️  ► Second Channel: https://www.youtube.com/rawzuv2 ► Join my discord! https://discord.com/invite/rawzu (E-kittens packed) ► Spotify playlist: https://bit.ly/3LxfFEv (yes, that's my music lol) ► Twitter: https://twitter.com/Rawzuu ► Business inquiries: rawzubusiness@gmail.com  Phoenix is an offensive VALORANT agent, who specializes in hunting down enemies, while crippling their ability to fire back. The Blaze ability creates walls that blocks vision and deals damage, allowing Phoenix to sneak past defended open areas, while Curveball blinds enemies, even if they're hinding behind corners. In combination, Hot Hands and the Run it Back ultimate make Phoenix a very durable duelist and players who like to play aggressively will really enjoy this agent's gameplay  #valorant​ #phoenix​ #rawzu","Valorant stretched, Rawzu, Rawzu movements, Valorant Rawzu, valorant, valorant phoenix, phoenix valorant, phoenix, valorant gameplay, valorant highlights, Phoenix plays, Valorant phoenix plays, immortal phoenix, phoenix main, valorant crosshair, valorant 1440x1080, valorant skins, valorant 0% recoil, kuronami vandal, kuronami 0% recoil, kuronami, kuronami bundle, kuronami gameplay, lotus, valorant lotus, valorant icebox, icebox, valorant new episode, valorant moments",2024-04-18 16:12
"Which Would YOU Rather? 🤔 (VALORANT vs CS:GO)","https://youtube.com/shorts/5hvE0sUT5NM",4492400,213634,2231,"nikimii","Which Would YOU Rather? (VALORANT vs CS:GO)  Join us as I don't team up with some of the top Radiant ranked streamers for an epic night of chaos and fun on Valorant! Our all-star lineup of streamers will be bringing their A-game (not me, nikimii or nik) as they take on the competition and showcase their skills on the battlefield. With high-level gameplay, hilarious moments, and non-stop action, you won't want to miss this exciting stream. Don't forget to like, subscribe, and turn on notifications so you never miss an episode! #Valorant #Radiant #ranked #streamers #chaos #nik","valorant, valorant clips, valorant gameplay, jett, reyna, TenZ, Zellsis, Tarik, Sentienls, nikimii, Vandal valorant, valorant montage, valorant edits, valorant headshots, valorant tutorials, iron to radiant, root valorant, offlinetv valorant, otv valorant, disguisedtoast val, dreamsmp valorant, valorant gun upgrade, gun upgrade kill, valorant gun game, csgo gun game, csgo clips, csgo or valorant, iitztimmy valorant, classic to immortal, speedrun to radiant, valorant speedrun, raze",2023-09-02 22:05
"Vannez pas mon fils #helydia #pourtoi #valorant #urus #twitchclipsfr #chat","https://youtube.com/shorts/Z-1LW_FqrNk",4274718,242516,4109,"Helydia","Contact : Contact@Helydia.fr  💖 S'abonner ➜ https://www.youtube.com/@helydiaa   🎥 Twitch ➜ https://www.twitch.tv/helydia 🐤 Twitter ➜ https://twitter.com/helydiaa ⚫ TikTok ➜ https://www.tiktok.com/@helydiaa 📷 Instagram ➜ https://www.instagram.com/helydiaa/ 🔵 Discord ➜ https://discord.gg/hely","helydia, helydia valorant, best of valorant, best of gaming, helydia best of, valorant fr, valorant, valorant clip fr, pourtoi, fyp, tiktokfr, tiktok, twitch, twitchfr, twitchclips, twitchclipsfr, valorantclips, valorantclipsfr, cat, chat, fugu, fugu helydia, shorts, short, inoxtag, valorant fugu, valorant helydia",2024-09-23 02:24
"tenz explains how to play better in valorant","https://youtube.com/shorts/9Eh5WOC_aFk",4010465,197710,605,"Kyedae","📺 https://www.twitch.tv/kyedae  Follow my Socials  🐥 https://www.twitter.com/kyedae 📸https://www.instagram.com/kyedae 🌟 Discord : https://discord.gg/TNYCJB5wcr business email: teamkyedae@unitedtalent.com    #Kyedae #valorant #tenz","",2023-03-20 05:48
