Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Bro is NOT player 456 💀😭 #fortnite #fortniteshorts","https://youtube.com/shorts/XAwYjnK6bQg",2937056,78175,472,"DuckyIsLive","","",2025-01-14 00:35
"please add these dances fortnite 🙏(pt 3)","https://youtube.com/shorts/LznT5HV2sgc",2797240,107355,971,"Loserfruit","","",2025-01-04 22:00
"""Did God Create Fortnite?""","https://youtube.com/shorts/cACxMLwsU7k",3531911,165125,12783,"Nicholas Bowling","Ministry T-Shirts Shirts 👉 https://store.nicholasbowling.com/  Support the ministry financially 👉 https://ko-fi.com/nicholasbowling  Join the Discord Community 👉 https://discord.gg/6dauRZSkg2  Stay Connected 👉 https://linktr.ee/NicholasBowling  #jesus #streetpreacher #pride","street preacher, lexington pride festival, Nicholas Bowling, debate, pride, pride festival, christian street preacher, street preacher lgbtq, street preaching, preaching, powerful preaching, street preaching to a satanist, street evangelism, street preaching to a satanist. gets real!, street preacher atheist, street preacher arrested, street preacher joe kirby, street healing, lgbtq tiktok, gay, nick jones, shut down, nicholas bowling, jesus, cussed, middle finger, satan, devil",2024-12-02 10:00
"初音ミクがやってはいけないエモートTOP3選【フォートナイト】#fortnite #sizuku雫 #フォートナイト #ゆっくり実況 #shorts #short","https://youtube.com/shorts/Ao9xmHiyFy0",2779701,90116,732,"毎日壁と争っているしずくだお","","フォートナイト, フォトナ, fortnite, ショート, short, shorts, 初音ミク, 初音ミクコラボ, ゆっくり, ゆっく実況, ゆっくり実況者, ゆっくり茶番, ロケラン, ゲーム実況, 爆発オチ, ロケラン5丁持ち, ド派手アクション, ゲームチャレンジ, 予想外の結果, 爆笑シーン, カオスプレイ, ロケラン無双, ゲーム事故, 神回確定, ゲームあるある, ロケラン祭り, オンライン対戦, チーム壊滅, 笑いすぎ注意, おもしろゲーム, ゲーム好きな人と繋がりたい, ロケランチャレンジ, 派手すぎる爆発, ゲームエンタメ, 実況プレイ, ゲームネタ, 視聴者爆笑, チャレンジ企画, ゲーム検証, ロケランの暴力, ロケラン事故",2025-01-16 19:39
"fortnite x nerf","https://youtube.com/shorts/Ta4k9TdparI",2431834,58883,399,"Disobey Normal Reviews","today we tested a fortnite bolt action nerf gun","",2024-08-04 06:34
"フォートナイトの世界記録が凄すぎる…🥇😳","https://youtube.com/shorts/fookPr7uKTA",4314120,73825,172,"LiaqN【りあん】","","",2025-05-08 15:00
"こんなことあるん？ｗｗｗ #フォートナイト #わんパレ","https://youtube.com/shorts/gnFAsPVmT0g",3129967,47486,224,"やすずはいぱぁ","","",2025-03-15 08:48
"チャプター６あるある1【フォートナイト】","https://youtube.com/shorts/CpF6KkkpR6o",2085617,46427,552,"ちゃーさん【ゲーム替え歌】","#fortnite #shorts  歌詞,監督,撮影,編集 ちゃーさん  音源利用ありがとうございます。 ーーーーーーーーーーーーーーーーーーーーーー 音楽研究所様 http://www.asahi-net.or.jp/~HB9T-KTD/music/musj.html","FORTNITE",2024-12-06 18:51
"【フォートナイト】死体撃ち禁止マップが熱い！！","https://youtube.com/shorts/2rrV0c0RZLk",2401171,29902,558,"エニキ@フォートナイトマップ紹介","","",2025-03-25 16:30
"Godzilla Evolved Arrives in Fortnite - Cinematic trailer","https://youtube.com/shorts/g1TCR7DorNU",1929152,25352,763,"FeraalsVFX","#fortnite #godzilla #trailer #chapter6","",2025-01-11 04:41
"これ本当に無料スキンをゲットできるの？【フォートナイト】","https://youtube.com/shorts/v9TuZnoUg1k",1977625,38816,1389,"LiaqN【りあん】","","",2024-08-17 17:09
"死体撃ちをさせてあげた結果！？【茶番/フォートナイト】","https://youtube.com/shorts/hCvtQ6xl93I",1950695,33881,79,"むと / 夢叶","#Shorts #フォートナイト #茶番","フォートナイト, Fortnite, 茶番, むと",2025-02-11 17:52
"fortnite is SO GREEDY 😦","https://youtube.com/shorts/KcwpYb014U4",1844295,89760,688,"Loserfruit","","",2024-12-17 17:00
"天空で爆速移動する方法？？＃UNDEAD＃天空城 #フォートナイト#shorts","https://youtube.com/shorts/BfpTJ8SouoY",2021315,67719,488,"りんごジャム","X（旧Twitte) ➞ https://x.com/jamjamerr","",2025-01-07 16:00
"シーズン４ワンタイムあるある2【フォートナイト】","https://youtube.com/shorts/tiPr-_ENdVU",1922712,40538,146,"ちゃーさん【ゲーム替え歌】","#fortnite #shorts   歌詞,監督,撮影 ちゃーさん 撮影,編集 あわぴー","FORTNITE",2024-10-13 11:29
"Blind Rank These 5 Fortnite Loadouts 🤩","https://youtube.com/shorts/gJI0xfCrGlA",3497310,44647,134,"Replayz","Blind Rank These 5 Fortnite Loadouts 🤩  #shorts #fortnite #fortniteshorts #replayz","shorts, #shorts, tiktok, youtube, fortnite, Fortnite, Blind Rank These 5 Fortnite Loadouts, fortnite challenge, replayz",2025-04-26 03:00
"Fortnite 1v1 with every gun HOW TO GET Rainbow Sniper😍!#fortnite #ytshorts #1v1witheverygun","https://youtube.com/shorts/A8JDcQPbxQs",2906806,48477,448,"Crylos","Fortnite how to get the New rainbow sniper!  #1v1witheverygun #epicgames #fortnite","1v1 with every gun secrets, 1v1 with every gun fortnite secrets, 1v1 with every gun, fortnite secrets, fortnite creative, fortnite memes, fortnite edits, fortnite glitch, fortnite leaks, fortnite funny, fortnite maps, fortnite xp, fortnite map, fortnite, og fortnite, prop hunt, creative maps, nickeh30, chapter 6, Crylos, EpicGames",2025-05-08 03:42
"フォトナで馬鹿にされるスイッチ勢が優遇されてた件の雑学 【Switch】#shorts #フォトナの雑学 【フォートナイト】【NISEIの知らない雑学】【解説】#フォトナの炎上","https://youtube.com/shorts/LVdMkD7gFWg",1777528,49047,957,"シャッポ / SHAPO","","",2024-08-01 17:47
"これが今シーズン世界最速の縦積みです #fortnite #フォートナイト","https://youtube.com/shorts/2seVTHNDDME",1934187,42960,115,"ym / わいえむ","","",2025-02-24 10:00
"【初心者vs上級者】ボスのドゥームと戦う時の違い【フォートナイト/ゆっくり実況/fortnite/ふぉとな/フォトナ】","https://youtube.com/shorts/_jxloEsX5Ws",1676221,16311,307,"ためう【Tameu】","クリエイターサポート「TAMEU」と入力よろしくね！ チャンネル登録お願いします( ´∀｀)b   🔔チャンネルのメンバーはこちらから https://www.youtube.com/channel/UCVSTdDW8LTucFghYcVI2ksQ/join  🔔 チャンネル登録お願いします！: http://www.youtube.com/channel/UCVSTdDW8LTucFghYcVI2ksQ?sub_confirmation=1  🔔X(Twitter)のフォローお願いします 【ECS】ためう@パパフォトナ配信者(@tameu_channel)　  https://twitter.com/tameu_channel #フォートナイト  #新武器 #ゆっくり実況  ※この動画は【東方project】を基にした二次創作です。 東方Projectの二次創作ガイドライン https://touhou-project.news/guideline/   ↓使用しているBGMサイト↓ 【MUSMUS】 https://musmus.main.jp/music.html 【DOVA-SYNDROME】 https://dova-s.jp/​ 【H/MIX GALLERY】 http://www.hmix.net/​ 【甘茶の音楽工房】 https://amachamusic.chagasi.com/​  ↓使用している効果音サイト↓ 効果音ラボ https://soundeffect-lab.info/ ニコニ・コモンズ https://commons.nicovideo.jp/","フォートナイト, ゲーム, 実況, アプデ, 最新, 初心者, バトロワ, チャレンジ, ビクロイ, 縛り, 武器縛り, フォートナイト チャレンジ, フォートナイト 縛り, フォートナイト ビクロイ, フォートナイト 初心者, フォートナイト 最強, フォートナイト 武器縛り, ためう, ネタ, ゆっくり実況, フォートナイトゆっくり実況, ゆっくり実況フォートナイト, fortnite, 神武器, ミシック, 金宝箱, 新武器, DMR, コラボ, ホットフィックス, 秘密アプデ, 釣り, 車, チート, パクリ, 新ミシック, マーベルコラボ, ボトルシップ, 宝の地図, フォールガイズコラボ, ドゥーム, ボス戦, 新シーズン, 中級者, 上級者, アベンジャーズ, アベンジャーズ宝箱",2024-08-17 12:00
"グリッチで巨大化してる人【フォートナイト】","https://youtube.com/shorts/eAJVCogYmf8",1581391,35268,284,"シャッポ / SHAPO","","",2024-07-29 17:16
"しりとりドッキリ、気づいたのでいじめてみた #shorts 【フォートナイト/Fortnite】","https://youtube.com/shorts/ZDK3BhSW_4Q",1528353,46792,70,"けいきちゃんねる","#フォートナイト #Fortnite #けいきちゃんねる  ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー クリエイターサポート→【KEIKI】  けいきちゃんねるディスコ鯖！ 動画の企画をなどでたまに使います！↓ https://discord.gg/q8Xq6gPgas  Twitter↓ https://twitter.com/keikiww  TikTok↓ https://www.tiktok.com/@keiki10m  陰スタグラム↓ https://www.instagram.com/keiki_ch/?hl=ja  メンバーシップの登録はこちらから！↓ https://www.youtube.com/channel/UCoshLrMqXNr9ML94UK50Z3A/join ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー  使用させていただいてるBGMや効果音 BGM:『しゃろう』『DOVA-SYNDROME』『MusMus』  ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー","フォートナイト, けいきちゃんねる, Fortnite, れいにー, ぶゅりる, ぽにー, Buyuriru, Rainy, 新兵シャウト, しゃうと",2024-12-27 17:00
"プロを怒らせたらこうなりますｗ【フォートナイト/FORTNITE】","https://youtube.com/shorts/IefnJDftyiQ",1494219,30868,169,"Rainy / れいにー","チャンネル登録、高評価と通知オンお願いします！  クリサポ DFMRAINY ▼メンバーシップはこちらから https://www.youtube.com/channel/UCOK3b_q7lYy2k1TCR2U2_kw/join メンバーシップ特典💎 大会フル配信アーカイブ 参加型配信 限定スタンプ   デバイス　https://www.geartics.com/Rainy ▼所属 http://team-detonation.net/  ▼れいにーのTwitter↓ https://twitter.com/R4InyFN  ▼サブチャンネル https://youtube.com/@oisii_mizu_?si=arc_ieN5CQbqa6R2  ▼公式サポーターズクラブ「DFM CREW」入会方法 https://dfmcrew.bitfan.id/contents/menu/41030  ▼DFM STORE https://store.team-detonation.net/  =============================== ◆チャンネルに関するお問い合わせ、ファンレターなど 〒 108-0073 東京都港区三田1-4-1 住友不動産麻布十番ビル4F 株式会社DetonatioN「Rainy / れいにー」宛  ◆お仕事の依頼は以下へご連絡ください。 https://team-detonation.net/contact =================================  ▼デバイス・感度 https://www.geartics.com/Rainy 【主に使っているBGM】 NCS等  #フォートナイト　#FORTNITE　#Rainy","FORTNITE, フォートナイト, Fortnite, プロゲーマー, 実況, ゲーム, 攻略, 建築, 初心者, ゲーム実況, PC, ビクロイ, バトロワ, れいにー, Rainy, RAINY, DFM, dfm",2024-12-20 07:00
"fortnite messed up again...","https://youtube.com/shorts/ke4Q0v1lmfQ",2599816,29004,192,"Littlest Snail Gaming","#fortnite #fortniteshorts #starwars #fortnitefunny #fortniteupdate #fortniteskins","fortnite star wars, fortnite, star wars, fortnite battle royale, star wars fortnite, fortnite nuova stagione star wars, fortnite update, fortnite x star wars, fortnite star wars season, fortnite star wars battle pass, death star fortnite, fortnite event, fortnite leaks, fortnite death star, fortnite ita, star wars w fortnite, fortnite star wars 2025, fortnite live event, fortnite star wars event, fingernails, fortnite funny, fortnite skins",2025-05-03 07:30
"リロードあるある9【フォートナイト】","https://youtube.com/shorts/gIX4EzjB4IY",1599801,17005,72,"ちゃーさん【ゲーム替え歌】","#fortnite #shorts  歌詞,監督:ちゃーさん 撮影,編集:あわぴー  音源利用ありがとうございます。 ーーーーーーーーーーーーーーーーーーーーーー 音楽研究所様 http://www.asahi-net.or.jp/~HB9T-KTD/music/musj.html","FORTNITE",2024-09-15 12:17
"フォートナイトでV-Bucks(ブイバックス)が大量に貰えるマップ作ってみた‼️#きー坊ゲーム #フォートナイト #shorts","https://youtube.com/shorts/Sz3cjn9Zy2A",1471680,31627,830,"きー坊【クソゲー開発者】","クソゲー開発者こと「きー坊」です🕺 普段はいろんなクソゲーを作ったり、YouTubeやTikTokで活動しています。  とりあえず今のところはゲーム開発者として生活できてますが、いつでも無職になれるレベルでギリギリを生きてます。 お、おい！誰か仕事を恵んでくれ！  おいらが作ったゲームや動画で楽しんでくれたらハッピーです👯  ⚫︎きー坊が作ったゲーム •iPhone https://apps.apple.com/jp/developer/boutani-ayatsugu/id1570557139 •Android https://play.google.com/store/apps/developer?id=KiibooStudio&hl=en_US  ⚫︎きー坊のTikTok https://www.tiktok.com/@kiiboogame  ⚫︎きー坊のTwitter https://twitter.com/kiiboo_app21  #ゲーム開発 #クソゲー #きー坊ゲーム","",2024-06-29 15:45
"元プロありさかにフォートナイト上手い？と聞く白波らむね【白波らむね/ぶいすぽっ！/切り抜き】 #白波らむね #ぶいすぽ #vtuber #shorts","https://youtube.com/shorts/Vyvun6OfN5E",1474042,50192,229,"ぎょざー【切り抜き】","▽本配信 ---------- 配信日2024/06/09 とりあえずゔぁ→ろる→たるこふ https://www.twitch.tv/videos/2167514985  ▽白波らむね / Shiranami Ramune さん ----------​ Youtube：https://www.youtube.com/@shiranamiramune Twitch   ：https://www.twitch.tv/ramuneshiranami X ：https://x.com/Ramune_Shirana3 ▽ありさか/Arisakaaa さん ----------​ Youtube：https://www.youtube.com/@Arisakaaa Twitch   ：https://www.twitch.tv/cr_arisakaaa X ：https://x.com/twitter.com/ArisakaaaT  『ぶいすぽっ！許諾番号：03180』  #ぶいすぽっ #白波らむね #らむち #ありさか #vtuber","",2024-06-20 17:00
"マスクの中がまさかの...?!🤯【フォートナイト】","https://youtube.com/shorts/sFKTdjPFWqc",1381628,23840,163,"LiaqN【りあん】","🟢サブチャンネル：https://youtube.com/channel/UCe7MlnaxzpUZve253jOXJoQ 🟣りあんのディスコードサーバー: https://discord.gg/vwVn86N4j9 🔵ツイッター: https://twitter.com/LiaqN_ 🟠インスタ：https://www.instagram.com/liaqn_/ ⚫TIKTOK: https://www.tiktok.com/@liaqn_  クリサポ： LiaqN  🟡りあんにファンレター・プレゼントをお送り頂く際は、下記宛先までお願いいたします。  【送り先】 〒１５０-０００１ 東京都渋谷区神宮前六丁目２３番４号　桑野ビル２階 りあん宛  ※必ずりあん宛を記載してください。 ※発送費用は、自費負担にて料金不足などがないようご注意ください。 ※宛先住所不備による未着等のトラブルは一切責任を負いかねます。  チャンネルマネージャー（サムネ・編集者）：https://twitter.com/petapetaLiaqn  #フォートナイト #りあん","",2024-08-19 07:00
"害悪過ぎた味方に仕返ししたｗｗ 【フォートナイト】","https://youtube.com/shorts/7uRrmqypJ_g",2591503,21310,123,"Choro","#shorts #fortnite VOICEVOX:ずんだもん  Dragon Ball  ティックトック https://www.tiktok.com/@chorochan?is_from_webapp=1&sender_device=pc  ツイッター https://twitter.com/chorochan_gg  Googleメール choro.mate@gmail.com  ちょろちゃんねる","",2025-03-09 12:00
"最後のHARUAくん可愛すぎるｗｗ #shorts","https://youtube.com/shorts/5DZEIDfvd4k",1416207,16982,248,"たろうチャンネル","----------------------------------------------------------------------------------------------------------- たろうのTwitter https://twitter.com/fn_taro  メンバーになる https://www.youtube.com/channel/UC0tV0padYowlz3B-djCqtYw/join ----------------------------------------------------------------------------------------------------------- 使用PCのスペック cpu:corei9-12900k gpu:RTX3080ti マザボ:ASUS Z690-F メモリDDR5 16GB×2 32GB SSD 1TB モニター:ASUS 360Hz 1ms  使用楽曲 NCS https://ncs.io/ ----------------------------------------------------------------------------------------------------------- 山の少年たろうです。 山奥で野生動物に囲まれて暮らしています。 ソロの対面得意でシーズン2（小1）からアリーナチャンピオンリーグです。 好きな食べ物はきゅうりとかつおぶしご飯とパパイヤです。 赤ちゃんの頃から猫と育っているので猫が好きです。 親監修の元、動画投稿をしています。 11歳小学6年生 ----------------------------------------------------------------------------------------------------------- #フォートナイト #たろうチャンネル","フォートナイト, 8歳のたろう, たろうチャンネル, フォートナイト 小学生実況, フォートナイト 小学生 最強, 9歳の太郎チャンネル, 9歳のたろう, 10歳のたろうチャンネル, 10歳のたろう, 11歳のたろう, 11歳のたろうチャンネル, HARUAチャンネル, フォートナイト ギフト",2024-07-19 17:15
"リロード初マップ初試合でスナイパー対空の鬼【フォートナイト】 #shrots","https://youtube.com/shorts/wZ7pVzByIRQ",1379825,25565,833,"フォートナイト日本最速の男たくまん","リロード初マップ初試合でスナイパー対空の鬼【フォートナイト】   #shrots   #フォートナイト #たくまん #スナイパー","フォートナイト, たくまんプロ, たくまん, ショート, ストーリー, 考察, 解説, Fortnite, チャプター２, スナイパー",2024-11-03 12:41
"J’ai Espionné Unchained sur Fortnite…","https://youtube.com/shorts/F-BrgPEwa-A",2164799,36279,242,"Jinskow","Abonne-toi si tu aimes bien mes vidéos 🫡 Code créateur Jinskow dans la boutique pour me soutenir ✅ Publicité  ⚠️ Fonce LIKER mon Profil Fortnite : https://www.fortnite.com/@Jinskow Code MAP LAMA WARS : 4660-4454-3176 Code MAP 35 Skills Challenges : 0961-0769-9130  💬 Discord Fortnite House ➔ https://discord.gg/officiel 💬 Discord Jinskow ➔ https://discord.gg/Jinskow 📷 Instagram ➔ https://www.instagram.com/Jinskow ❎ Twitter ➔ https://twitter.com/Jinsk0w  #epicpartner #jinskow #fortnite","fortnite, jinskow fortnite, jinskow shorts, shorts fortnite, jinskow tiktok, tiktok, tiktok fortnite, jinskow, drole, meme, meme fortnite, fortnite fr, fortnite shorts, fortnite tik tok, tik tok, tiktok shorts, shorts, shorts fr, shorts tik tok, jinskow shorts fortnite, jinskow fortnite shorts",2025-04-19 21:19
"イカゲームに挑戦した結果！？【茶番/フォートナイト】","https://youtube.com/shorts/B_6RdCJ3HpM",1307113,16045,58,"むと / 夢叶","#Shorts #フォートナイト #茶番","フォートナイト, Fortnite, 茶番, むと, イカゲーム2",2025-01-08 18:00
"シーズン２あるある1【フォートナイト】","https://youtube.com/shorts/CHsozTgmrI0",1531329,20336,33,"ちゃーさん【ゲーム替え歌】","#fortnite #shorts  歌詞,監督 ちゃーさん 撮影,編集 あわぴー  音源利用ありがとうございます。 ーーーーーーーーーーーーーーーーーーーーーー 音楽研究所様 http://www.asahi-net.or.jp/~HB9T-KTD/music/musj.html","FORTNITE",2025-03-23 14:45
"【フォートナイト】バイクマップの平均台が難しすぎる！ #フォートナイト","https://youtube.com/shorts/9BpIVuh_jbA",2278374,29155,1369,"エニキ@フォートナイトマップ紹介","","",2025-04-10 16:05
