Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Kamla Mobile Me Ye Kya Hua #shorts","https://youtube.com/shorts/VopmHn0Z1E4",13633151,121187,299,"ANADHIKA GAMING","","",2025-03-10 15:15
"Can a manhole be used as a bullet proof shield?","https://youtube.com/shorts/DcPLbcO_uWc",14073192,0,20,"Universal SID","","",2025-05-12 04:50
"Free Fire Vs Pubg Power 👿 |-para SAMSUNG A3,A5,A6,A7,J2,J5,J7, S5,S6,s7,s9,A10,A20,A30,A50,A70","https://youtube.com/shorts/_sYITlP--fo",7898123,0,12780,"Mst Niraz","","",2025-04-13 20:45
"Un Fantasma aparece en el Juego del Calamar 😱","https://youtube.com/shorts/40RHZsMi3bI",7745006,92936,91,"El Sky Odin","LIKE y SUSCRIBETE para hacerme feliz... ES GRATIS =) Esto pasó en directo en TWlTCH: https://twitch.tv/elskyodin  Sigueme en: Instagram: https://instagram.com/ElSkyOdin TikTok: https://tiktok.com/@elskyodin   Mi canal de viajes: https://YouTube.com/@skyandtami Unete a nuestro DISCORD: https://discord.gg/invite/XBTWYaNfkU  Canal de Tami (mi novia): https://youtube.com/@TamiTamako   ​Facebook: https://facebook.com/elskyodin Twitter: https://twitter.com/ElSkyOdin","elskyodin, el sky, elskyjuega, reaccion, reacciones, reacciono a",2025-04-01 23:34
"M4 Comparison | Delta Force Mobile vs Warzone Mobile vs CODM vs New State Mobile vs PUBG Mobile","https://youtube.com/shorts/bx5cuGKcRLM",2811443,107872,1421,"Perfect Gaming","","delta force, delta force mobile, delta force hawk ops mobile, delta force black hawk down, black hawk down, delta force mobile campaign, delta force mobile gameplay, delta force mobile vs pc, delta force vs call of duty, delta force mobile all weapons, delta force release date, delta force ps5, delta force xbox, call of duty, Garena delta force, pubg mobile, new state mobile, call of duty mobile, warzone mobile, free fire, Battle royale games, ببجي موبايل, ببجي, Codm, cod, bo6",2025-03-23 22:04
"HOW TO COMPLETE SOLARUSH EVENT","https://youtube.com/shorts/6x6RvA69nUU",3064511,95476,146,"ZAPIX","","",2025-05-23 17:57
"😂😂😂 #shorts #pubg #pubgpc #pubgmobile #bgmi #battleroyalegame #pubgbattlegrounds","https://youtube.com/shorts/Af9NOUTbP6Q",2376220,0,109,"Everest Gaming","","",2025-05-19 12:14
"Zone on peak 😁","https://youtube.com/shorts/JalmPLG3rsU",2418861,81448,137,"ONESHOT INDIA","","",2025-04-19 15:30
"FLIPPING THE CAMERA MAKE YOU LOOK BEAUTIFUL ??? 😱😱 | #scout #funny #shorts","https://youtube.com/shorts/eLc6uXSEG-U",2137778,77983,66,"Scout Shorts","#scoutop #gaming #kaashplays #funnyshorts #reels #bgmi","Bgmi, Scout, Pubg, soul, tx, s8ul, sc0ut, gaming, live, bgmi live, pubg live, crate opening, crate, scout live, sc0ut live, india, bgmi india, pubg india, pubg mobile, clutch, 1v4, bgmi clutch, reaction, funny, funny shorts, scrims, scout 1v4, bgmi 1v4, solo vs squad, shorts, pubg, pubgm, godl, funnyshorts, challenge, entertainment, bgmishorts, bgmi shorts, pubgshorts, pubg shorts, bgmifunny, bgmi funny, rntx, revenant xspark, scoutop, scout op, scout bgmi, scout pubg, jonathan, lolz, lolzzz, reels, reel",2025-04-30 15:00
"Rozhok in night #shorts #bgmi #pubg","https://youtube.com/shorts/SrRfumMRq5Q",2091001,42569,322,"Rays Gaming ","Rozhok in night #shorts #bgmi #pubg","",2025-05-21 17:24
"Does playing PUBG & Freefire affect your mental health? #mentalhealth #games #mythbuster","https://youtube.com/shorts/KGcs_OQEJyo",1407889,30201,128,"Myth Buster","this video is for educational purposes, this is informative.   #mythbuster #mythbusters #pubg #bgmi #freefire  How? Myth Buster tells you.   👉 Here's my another youtube channel: ‎⁨@WrestleAmol   👉 About Channel:  Myth Buster - I investigates rumours, myths and reveals the truth behind them. We bust myths by explaining scientific reasons, real facts, and reality  🙏 Note: If we have made any mistake, please tell us on the social media accounts given below, we will definitely correct it. Keep the discussion on this channel clean and respectful.  👉 Connect with us on our social media handles: Facebook: https://www.facebook.com/share/18rGTaX4CK/ Instagram: https://www.instagram.com/wrestleamol?igsh=MXAxNTZhdGh5ZmEycg== Email us: businessworkamol@gmail.com","",2025-04-08 14:01
"KIZIN SONDAKİ TEPKİSİ xD - TAMAMI AÇIKLAMADA","https://youtube.com/shorts/gBI83bX_eFQ",1025360,23862,72,"ROHAN ","En uygun Uc satın alımı için kayıt olabilirsiniz: https://www.dijipin.com/p/rohan/ref  Ayrıcalıklardan yararlanmak için bu kanala katılın: https://www.youtube.com/channel/UC8Y3FgaRBrG_0PpuAAHTdBg/join  🌐DİĞER YOUTUBE KANALLARIM ( HEMEN ABONE OL ) 👉Yeni Oyun Kanalımız : https://www.youtube.com/@rohangameX 👉Eğlence Kanalımız : https://www.youtube.com/@NeOynayom  🌐SOSYAL MEDYA HESAPLARIM Instagram 👉 https://www.instagram.com/rohanytb  Pubg Mobile İndirmek İçin : https://app.adjust.com/3eeo4kw_duijq0d?deep_link=igame1320%3A%2F%2F&campaign=NextStar_4e89316ebb281a63d0d552b45ccc1cb3  👉ROHAN PUBG İD : 554 624 88 26  #ROHAN #ROHANTROLL #ROHANPUBG #pubgmnextstarprogram #pubgmobile #pubgmobilec8s22   #pubgtroll #pubgkomikvideo","rohan, pubg rohan, rohan pubg, pubg, pubg mobile, rohan troll, pubg troll, rastgele takım troll, komik pubg video, eğlenceli pubg videoları, rastgele takım troll pubg, pubg mobile troll, mobile pubg, eğlence, eğlenceli, komik pubg troll, pubg mobile komik, komik pubg, pubg mobile türkiye, troll, komik troll",2025-03-23 21:32
"iPhone 15 After 500 Days! 🔥 Is It Still Worth It for BGMI? Battery & Heating Test!","https://youtube.com/shorts/yoMkvg7bWVQ",783261,56979,219,"Samar Playz","500 days later, is the iPhone 15 still good for BGMI? Watch the gaming performance, battery drain, and heating test to find out. Should you upgrade or keep using it? Watch till the end.  #iPhone15 #BGMI #GamingTest #BatteryDrain #HeatingTest","iPhone 15, iPhone 15 after 500 days, iPhone 15 BGMI test, iPhone 15 gaming test, iPhone 15 battery drain, iPhone 15 heating test, BGMI on iPhone 15, iPhone 15 performance, iPhone 15 long-term review, iPhone 15 gaming review, iPhone 15 after 1.5 years, iPhone 15 worth it, iPhone 15 gaming performance, iPhone 15 battery life, iPhone 15 for gamers, iPhone 15 review, iPhone 15 lag test, iPhone 15 2025 review, iPhone 15 durability, best phone for BGMI",2025-03-07 22:18
"BABİLİ ADAYA BIRAKIP KAÇTIM","https://youtube.com/shorts/jLmgHac6TXQ",690146,19971,127,"ROHAN ","En uygun Uc satın alımı için kayıt olabilirsiniz: https://www.dijipin.com/p/rohan/ref  Ayrıcalıklardan yararlanmak için bu kanala katılın: https://www.youtube.com/channel/UC8Y3FgaRBrG_0PpuAAHTdBg/join  🌐DİĞER YOUTUBE KANALLARIM ( HEMEN ABONE OL ) 👉Yeni Oyun Kanalımız : https://www.youtube.com/@rohangameX 👉Eğlence Kanalımız : https://www.youtube.com/@NeOynayom  🌐SOSYAL MEDYA HESAPLARIM Instagram 👉 https://www.instagram.com/rohanytb  Pubg Mobile İndirmek İçin : https://app.adjust.com/3eeo4kw_duijq0d?deep_link=igame1320%3A%2F%2F&campaign=NextStar_4e89316ebb281a63d0d552b45ccc1cb3  👉ROHAN PUBG İD : 554 624 88 26  #ROHAN #ROHANTROLL #ROHANPUBG #pubgmnextstarprogram #pubgmobile #pubgmobilec8s22   #pubgtroll #pubgkomikvideo","rohan, pubg rohan, rohan pubg, pubg, pubg mobile, rohan troll, pubg troll, rastgele takım troll, komik pubg video, eğlenceli pubg videoları, rastgele takım troll pubg, pubg mobile troll, mobile pubg, eğlence, eğlenceli, komik pubg troll, pubg mobile komik, komik pubg, pubg mobile türkiye, troll, komik troll",2025-03-25 03:03
"What its like to get Peeked by the BEST in PUBG...","https://youtube.com/shorts/LbfTJbR9H0A",772005,20525,332,"TGLTN","Creator Code: TGLTN ► https://accounts.krafton.com/creator-code=tgltn  Watch me LIVE on Twitch ► https://www.twitch.tv/TGLTN TikTok ► https://www.tiktok.com/@tgltnpubg Twitter ► https://www.twitter.com/tgltnPUBG Instagram ► https://www.instagram.com/tgltnpubg Discord ► https://discord.gg/PqB72jUGwG  Video Editor: https://twitter.com/acep1re","tgltn, pubg, tgltn vs streamers, tgltn pubg, tgltn pubg settings, tgltn highlights, streamer vs streamer pubg, tgltn vs shroud, shroud pubg, pubgm, pubg mobile, pubg gameplay, pubg highlights, solo vs squad pubg, tgltn solo vs squad, tgltn live, new pubg map, pubg new map, new pubg update, pubg pc gameplay, pubg tournament, pub g, pubg 2023, pubg pc download, pubg tips, pubg best settings, pubg live, pubg video, pubg tgltn, tgltn vs streamers reaction, tgltn 1 man squad",2025-03-20 20:00
"Awm King Rocked Gtk & Nst Shocked #ungraduategamer !!#shorts","https://youtube.com/shorts/ApbAOqI3p04",873243,63314,295,"UnGraduate Gamer","","",2025-04-17 20:57
"He Wants Milk While Playing PUBG MOBİLE #pubgmobile #pubg #pubgindia #gaming #bgmi #baby","https://youtube.com/shorts/7shB9lMJx2g",1123520,9502,148,"ASABİ JR","","",2025-04-09 00:51
"NOLUYO LAAA","https://youtube.com/shorts/LFYct08YJbo",889395,19505,401,"ROHAN ","En uygun Uc satın alımı için kayıt olabilirsiniz: https://www.dijipin.com/p/rohan/ref  Ayrıcalıklardan yararlanmak için bu kanala katılın: https://www.youtube.com/channel/UC8Y3FgaRBrG_0PpuAAHTdBg/join  🌐DİĞER YOUTUBE KANALLARIM ( HEMEN ABONE OL ) 👉Yeni Oyun Kanalımız : https://www.youtube.com/@RohanGameX 👉Eğlence Kanalımız : https://www.youtube.com/@NeOynayom  🌐SOSYAL MEDYA HESAPLARIM Instagram 👉 https://www.instagram.com/rohanytb  Pubg Mobile İndirmek İçin : https://app.adjust.com/3eeo4kw_duijq0d?deep_link=igame1320%3A%2F%2F&campaign=NextStar_4e89316ebb281a63d0d552b45ccc1cb3  👉ROHAN PUBG İD : 554 624 88 26 #ROHAN #ROHANTROLL #ROHANPUBG #pubgmobile #pubgmnextstarprogram #pubgmxsuitanukhra370 #pubgmset370 #firavunxsuit #firavunçantası #kutuaçılımı #pubgmobiletürkiye","rohan, pubg rohan, rohan pubg, pubg, pubg mobile, rohan troll, pubg troll, rastgele takım troll, komik pubg video, eğlenceli pubg videoları, rastgele takım troll pubg, pubg mobile troll, mobile pubg, eğlence, eğlenceli, komik pubg troll, pubg mobile komik, komik pubg, pubg mobile türkiye, troll, komik troll, komik pubg videoları",2025-04-04 19:00
"iPhone 15 plus vs iphone xr bgmi test #pubgmobile","https://youtube.com/shorts/CA61MuY0RKE",940293,16062,49,"Nagouri Pubg","","",2025-05-01 20:26
"NST BE LIKE: LOOT LIYA BHAI 😈🤣😂 #shortsfeed #gtk111 #tondegamer","https://youtube.com/shorts/TXNhXZxRF38",812920,49546,253,"GTK GAMING","NST BE LIKE: LOOT LIYA BHAI 😈🤣😂 #shortsfeed #gtk111 #tondegamer","",2025-04-29 22:08
"KAOS MEZARCININ KARAKTERSİZ EKİBİ ENGELLİ İLE DALGA GEÇİYOR !! DOĞUKAN BUNNY AÇIKLAMA #bunny  #kaos","https://youtube.com/shorts/TmYtCxPSN-A",854658,21031,654,"Tv Pubg","İSTİFA ETMEMİ İSTEMİYORSANIZ ABONE OLUN ¯\_(ツ)_/¯  Odysse Kanalım: https://odysee.com/$/invite/@TvPubg:6","kaos, mezarcı, mzr, fury vs kaos, 1vs3, fury vs mzr, kaos vs mzr, fury team vs, kalpsiz, kaos 1vs3, 1v3 yedi, kalpsiz vs kaso, kalpsiz 1 vs 3, 3 taraf, 3 kişi, e spor, tospik, wild, sylas, reg, vs, 1 vs 4, kaos 1 vs 4, fury v kaos, turnuvada, yayıncı turnuvası, ramazan turnuvası, arda vs kaos, bunny, doğukan, karaktersiz, engelli, ampute, hakaret, küfür, kansız, kolu, pubg, bunny team, açıklama, önemli, sorun, olay, ozan, zaza, bunnyler",2025-04-10 00:15
"New Ladke 🤡","https://youtube.com/shorts/M1tsTkkOJBo",861285,47099,160,"ONESHOT INDIA","","",2025-05-10 21:30
"How To Find Campers 🤫🤯 #bgmi #shorts #reaction #reactionvideo #pubg","https://youtube.com/shorts/nMvAjOJ6D5w",814386,11441,31,"SpinozLive","How To Find Campers 🤫🤯 #bgmi #shorts #reaction #reactionvideo #pubg","",2025-05-22 17:45
"Ramazon mubarak😇","https://youtube.com/shorts/IT_CUh82_-o",693319,21357,209,"SUBA","","",2025-03-03 21:47
"80 Level Complete 💀‼️#shorts","https://youtube.com/shorts/t1AT45hl0qE",637544,28318,3919,"Quick Boii","","",2025-05-26 23:24
"ODM PRO TIP IN PUBG MOBILE","https://youtube.com/shorts/VW911moCjGc",818067,30023,209,"Wynnsanity","Thank you to #PUBGMOBILE for sponsoring today's video! Support my channel by downloading PUBG MOBILE for FREE here: https://pubgmobile.live/PUBGMPartner_Wynnsanity #PUBGMOBILE_Partner  Buy cheaper UC from my official page! #Ad 🇺🇸/🇨🇦 https://www.midasbuy.com/s/wynnsanity 🌍🌏 https://www.midasbuy.com/s/wynnsanity-ot  Hi everyone I am Wynnsanity, a PUBG MOBILE Partner and content creator for PUBG MOBILE! I hope you enjoy my videos where we do mythic and ultimate crate opening, high kill gameplay, and fun reaction content!  Become a Member! https://www.youtube.com/wynnsanity/join  Follow to my channels! ► Wynnsanity Plays - https://youtube.com/@WynnsanityPlays ► TikTok - https://tiktok.com/@wynnsanityy ► Instagram - https://instagram.com/Wynnsanity ► Twitter - https://twitter.com/Wynnsanity ►  Check out the Wynnsanity website: https://wynnsanity.gg  #Wynnsanity #PUBGMOBILE #PUBGM #PUBGMVIP","pubg mobile, pubgm, wynnsanity, best pubg mobile player, best pubg mobile sniper, iPad Pro, pubg mobile pro, winsanity, pubg, mobile, montage, highlights, funny moments, legendary, mythic, bgmi",2025-05-15 13:27
