Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"【Apex】プレイ時間2万時間・KD4.59の志願者にゆきおも驚愕… #エペ実況 #エーペック #ゲーム実況 #エーペックスレジェンズ","https://youtube.com/shorts/LKDzTC5d0Q8",8669674,144406,3334,"Apexプレイヤー研究室","Apexプレイヤー(プロ・ストリーマーなど)の解説・切り抜きを投稿していきます！ よろしければチャンネル登録お願いします！  #apex 　#エーペックスレジェンズ　#エイペックス　#エペ","apex, APEX, FPS, APEXLEGENDS, ゲーム, プロ",2024-08-23 18:17
"もしもAPEXが現実だったら　#APEX","https://youtube.com/shorts/EemhNlLS4XU",6204839,176353,2253,"HikakinGames","#APEX #エーペックス #コスプレ #コスプレイヤー #cosplayer #apexlegends #shorts #Short #tikotok #games #gamer","hikakingames, hikakin, beatbox, game, gameplay, ヒカキン, ヒカキンゲーム, ヒカキンゲームズ, ひかきん, ひかきんげーむず, ビートボックス, ボイパ, ゲーム, ゲーム実況, 実況プレイ, 実況, youtube, youtuber, ユーチューバー, ゆーちゅーぶ, ユーチューブ, スマホ, スマホゲー, PCゲー, PC, apex, エーペックス, エペ, えぺ, コスプレ, コスプレイヤー",2024-03-08 20:47
"【Apex】最高ランクプラチナ女子まさかの実力に会場啞然… #エイペックス #エーペック #エーペックスレジェンズ","https://youtube.com/shorts/6ubihXgh_6U",4033849,58465,985,"Apexプレイヤー研究室","Apexプレイヤー(プロ・ストリーマーなど)の解説・切り抜きを投稿していきます！ よろしければチャンネル登録お願いします！  #apex 　#エーペックスレジェンズ　#エイペックス　#エペ","apex, APEX, FPS, APEXLEGENDS, ゲーム, プロ",2024-09-10 18:00
"【Apex】志願者「プロとか余裕です」センチネルで無双する志願者がヤバい… #エイペックス #エペ実況 #エーペックスレジェンズ","https://youtube.com/shorts/bmGoRPEgU8M",4127595,62800,674,"Apexプレイヤー研究室","Apexプレイヤー(プロ・ストリーマーなど)の解説・切り抜きを投稿していきます！ よろしければチャンネル登録お願いします！  #apex 　#エーペックスレジェンズ　#エイペックス　#エペ","apex, APEX, FPS, APEXLEGENDS, ゲーム, プロ",2024-08-30 19:00
"え?wwww女性配信者が出会った野良VCの反応が完璧すぎたwwwww【apex.エーペックスレジェンズ】#shorts","https://youtube.com/shorts/TKHbIUxQW5M",3443668,115038,456,"しゃまこ","apex TikTok、Twitterでバズった変な女性のエーペックス動画！！ いいなと思ったらぜひグッドボタンチャンネル登録よろしくお願いします！！ 生配信もしてるのでぜひ遊びにきてください！！   #しゃまこ #APEX #Apex Legend","野良, VC, APEX, 豹変, エーペックス, japanese, 女子, エペ, 女性, 面白い, ショート, ゲーム, しゃまこ, セクシー, ええ声, えぺ, おすすめ, おもしろい, 爆笑, おもしろ, リアクション, いい声, girl, japan, 日本, funny, 叫び声, ティックトック, ツイッター, アホ, バズった, 安眠, shorts, gaming, 笑える, ショート動画, 切り抜き, ゲーム実況, apex legends, ps4, fps, 実況, entertainment, 初心者, tiktok, shamako, movie, アニメ, レヴナント, レヴ, ライフライン, １選, 人間っていいな, にんげん, っていいな, 日本昔話, ジョージ, おさる, おさるのジョージ, George, 様子, おかしい, 配信者, 様子がおかしい",2024-07-01 01:12
"【APEX】自称キャラコン勢のレイスを第三者視点で見た結果がこちらｗｗｗｗ#apex #apexlegends #gaming #games #fyp #tiktok #おすすめ #shorts","https://youtube.com/shorts/HDu3Oi0AEU0",3248745,55004,975,"ぽこに / Poconi","#apex #apexlegends #games #gaming #funny #tiktok #shorts #fyp #fypシ #おすすめ #エーペックスレジェンズ #エーペックス #ゲーム実況","",2024-02-03 19:29
"【APEX】オクタンの過去が辛すぎる… #apex #apexlegends #オクタン#エーペックス","https://youtube.com/shorts/wg5iWFBo4RQ",2127638,78513,849,"𝒛𝒊𝒈𝒆𝒏𝑪𝑯【𝑫𝑹𝑺】","","",2024-02-19 21:54
"マッドマギーはこう使え!!【Apex Legends/エーペックスレジェンズ】#Shorts","https://youtube.com/shorts/O16Q_C0jSS4",1983259,47177,915,"素晴らしい。熱心な視聴者がこんなにも。","↓↓時を止めるスタンド使い、敵が4人パーティだった...、etc. https://www.youtube.com/watch?v=o2D3YoQLfAU  via: SlightlyUnfair  #Apex #ApexLegends #エーペックス #エーペックスレジェンズ #素晴らしい熱心な視聴者がこんなにも","",2022-07-13 21:00
"猛者がこっそりやってるエイム力が上がる設定3選！【APEX エーペックスレジェンズ】","https://youtube.com/shorts/-bkYJY0BQP0",1969985,59422,400,"おやこどんのすけ 【APEX解説】","hidusbf は自己責任でな...  https://twitter.com/_Lantum  https://www.youtube.com/channel/UCAAOBtgtug7Ilhy8m8MRiPA/join チャンネル登録お願いします！ #APEX感度 #エーペックス #おやこどんのすけ","APEX, APEX解説, エーペックスレジェンズ",2023-10-13 20:53
"え?www女性配信者が出会った野良VCの判断が速すぎたwwww【apex.エーペックスレジェンズ】#shorts","https://youtube.com/shorts/-Nn6TcUz-Dc",1974885,67111,194,"しゃまこ","apex TikTok、Twitterでバズった変な女性のエーペックス動画！！ いいなと思ったらぜひグッドボタンチャンネル登録よろしくお願いします！！ 生配信もしてるのでぜひ遊びにきてください！！   #しゃまこ #APEX #Apex Legend","野良, VC, APEX, 豹変, エーペックス, japanese, 女子, エペ, 女性, 面白い, ショート, ゲーム, しゃまこ, セクシー, ええ声, えぺ, おすすめ, おもしろい, 爆笑, おもしろ, リアクション, いい声, girl, japan, 日本, funny, 叫び声, ティックトック, ツイッター, アホ, バズった, 安眠, shorts, gaming, 笑える, ショート動画, 切り抜き, ゲーム実況, apex legends, ps4, fps, 実況, entertainment, 初心者, tiktok, shamako, movie, アニメ, レヴナント, レヴ, ライフライン, １選, 人間っていいな, にんげん, っていいな, 日本昔話, ジョージ, おさる, おさるのジョージ, George, 様子, おかしい, 配信者, 様子がおかしい",2024-07-13 01:01
