Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"【Apex】プレイ時間2万時間・KD4.59の志願者にゆきおも驚愕… #エペ実況 #エーペック #ゲーム実況 #エーペックスレジェンズ","https://youtube.com/shorts/LKDzTC5d0Q8",8669720,144406,3334,"Apexプレイヤー研究室","Apexプレイヤー(プロ・ストリーマーなど)の解説・切り抜きを投稿していきます！ よろしければチャンネル登録お願いします！  #apex 　#エーペックスレジェンズ　#エイペックス　#エペ","apex, APEX, FPS, APEXLEGENDS, ゲーム, プロ",2024-08-23 18:17
"【Apex】最高ランクプラチナ女子まさかの実力に会場啞然… #エイペックス #エーペック #エーペックスレジェンズ","https://youtube.com/shorts/6ubihXgh_6U",4033849,58466,985,"Apexプレイヤー研究室","Apexプレイヤー(プロ・ストリーマーなど)の解説・切り抜きを投稿していきます！ よろしければチャンネル登録お願いします！  #apex 　#エーペックスレジェンズ　#エイペックス　#エペ","apex, APEX, FPS, APEXLEGENDS, ゲーム, プロ",2024-09-10 18:00
"【Apex】志願者「プロとか余裕です」センチネルで無双する志願者がヤバい… #エイペックス #エペ実況 #エーペックスレジェンズ","https://youtube.com/shorts/bmGoRPEgU8M",4127638,62800,674,"Apexプレイヤー研究室","Apexプレイヤー(プロ・ストリーマーなど)の解説・切り抜きを投稿していきます！ よろしければチャンネル登録お願いします！  #apex 　#エーペックスレジェンズ　#エイペックス　#エペ","apex, APEX, FPS, APEXLEGENDS, ゲーム, プロ",2024-08-30 19:00
"え?wwww女性配信者が出会った野良VCの反応が完璧すぎたwwwww【apex.エーペックスレジェンズ】#shorts","https://youtube.com/shorts/TKHbIUxQW5M",3443668,115038,456,"しゃまこ","apex TikTok、Twitterでバズった変な女性のエーペックス動画！！ いいなと思ったらぜひグッドボタンチャンネル登録よろしくお願いします！！ 生配信もしてるのでぜひ遊びにきてください！！   #しゃまこ #APEX #Apex Legend","野良, VC, APEX, 豹変, エーペックス, japanese, 女子, エペ, 女性, 面白い, ショート, ゲーム, しゃまこ, セクシー, ええ声, えぺ, おすすめ, おもしろい, 爆笑, おもしろ, リアクション, いい声, girl, japan, 日本, funny, 叫び声, ティックトック, ツイッター, アホ, バズった, 安眠, shorts, gaming, 笑える, ショート動画, 切り抜き, ゲーム実況, apex legends, ps4, fps, 実況, entertainment, 初心者, tiktok, shamako, movie, アニメ, レヴナント, レヴ, ライフライン, １選, 人間っていいな, にんげん, っていいな, 日本昔話, ジョージ, おさる, おさるのジョージ, George, 様子, おかしい, 配信者, 様子がおかしい",2024-07-01 01:12
"え?www女性配信者が出会った野良VCの判断が速すぎたwwww【apex.エーペックスレジェンズ】#shorts","https://youtube.com/shorts/-Nn6TcUz-Dc",1974901,67111,194,"しゃまこ","apex TikTok、Twitterでバズった変な女性のエーペックス動画！！ いいなと思ったらぜひグッドボタンチャンネル登録よろしくお願いします！！ 生配信もしてるのでぜひ遊びにきてください！！   #しゃまこ #APEX #Apex Legend","野良, VC, APEX, 豹変, エーペックス, japanese, 女子, エペ, 女性, 面白い, ショート, ゲーム, しゃまこ, セクシー, ええ声, えぺ, おすすめ, おもしろい, 爆笑, おもしろ, リアクション, いい声, girl, japan, 日本, funny, 叫び声, ティックトック, ツイッター, アホ, バズった, 安眠, shorts, gaming, 笑える, ショート動画, 切り抜き, ゲーム実況, apex legends, ps4, fps, 実況, entertainment, 初心者, tiktok, shamako, movie, アニメ, レヴナント, レヴ, ライフライン, １選, 人間っていいな, にんげん, っていいな, 日本昔話, ジョージ, おさる, おさるのジョージ, George, 様子, おかしい, 配信者, 様子がおかしい",2024-07-13 01:01
"行くぞ！ＩＱ２００空中ポータル！ｗｗｗｗｗｗ [APEX] #shorts","https://youtube.com/shorts/5Ns50GQMJBg",2061694,16457,57,"ハチミツapex","#apex #apexlegends #エーペックスレジェンズ","#apex, #apexlegends, #エーペックスレジェンズ",2025-04-20 18:00
"ハイドしていた配信者3人を一瞬で壊滅させた【APEX LEGENDS】","https://youtube.com/shorts/wyXAg5-UuXQ",1385409,28314,420,"NIRU","生放送 http://twitch.tv/nniru  コラボPC  https://www.pc-koubou.jp/pc/game_niru.php  NIRUの本　https://t.co/JuZYKHHjTZ  20キル&4000ダメージ  https://youtube.com/playlist?list=PLnz4nYMGRMWwOoRpZvtOBikEOEQu9C2Hg  twitter https://twitter.com/nirunno  インスタグラム https://instagram.com/niru.1218  コントローラー手元動画 https://youtu.be/9ia4bwN-HFU  NIRUグッズ　https://nirus.booth.pm/  #NIRU  #APEXLEGENDS","",2024-12-23 10:00
"伝説のシーン【Apex Legends/エーペックスレジェンズ/切り抜き/あかめいん】","https://youtube.com/shorts/tqxEg6PRMEs",1153182,38076,137,"あかめいんの部屋【切り抜き】","ゲーム実況者あかめいんの切り抜き動画です。  ご視聴ありがとうございます。 チャンネル登録・高評価・コメントよろしくお願いします。  音楽：魔王魂  #Shorts #あかめいん #切り抜き #あかめいん切り抜き #ゲーム実況 #Apex #ApexLegends #エーペックス #エーペックスレジェンズ #あかめいんの部屋","あかめいん, 切り抜き, あかめいん切り抜き, Apex, ApexLegends, エーペックス, エーペックスレジェンズ, ゲーム実況, あかめいんの部屋",2024-09-09 18:00
"突然女を見せてきたひなのに困惑しつつも落とそうとするヘンディー【ヘンディー/トナカイト/ボドカ/橘ひなの/APEX LEGENDS】","https://youtube.com/shorts/v3d7H7lhEDY",1142908,51800,104,"トナカイト(ヘンディー)Gameです","元配信 タイトル：【APEX】ギチギチフルパエペ /VDK,橘ひなの　※Twitch https://www.twitch.tv/videos/2308074182  ●ボドカ　さん https://x.com/VodkaChaso ●橘ひなの　さん https://x.com/hinano_tachiba7  使用しているPCはこちらからチェックしてください! https://onl.tw/sEKsKsb  幼少の頃からゲームにハマり、ゲームと共に過ごしてきました。 だからと言ってめっちゃ上手いというわけでもない僕です。 少しでも気になったらチャンネル登録よろしくお願いしまぁぁぁす！！ あ、評価とコメントもよろしくお願いします。","トナカイト, トナカイと, トナ, とな, ゲーム, 実況, カイト, かいと, kaito, KAITO, 大乱闘, フリーゲーム, 爆笑, シュール, アクションゲーム, パソコンゲーム, PCゲーム, ゲーム機器, WiiU, PS, DS, PSP, アプリ",2024-12-01 19:00
"【Apex Legends】　上手さよりもきもさを大事に　 #shorts","https://youtube.com/shorts/fVlJFv91qQY",2149323,14041,122,"ぺんぎんです","#エーペックスレジェンズ #エーペックス #ゆっくり実況   動画の編集方法など参考にさせていただいた方 @おぐみちゃん  録画ソフト→OBS 編集ソフト→YMM4＋Aviutl  差材提供サイト ◎全曲無料・フリー音楽素材/魔王魂様→http://maoudamashii.jokersounds.com/ ◎DOVA-SYNDROME様→https://dova-s.jp/ ◎効果音ラボ様→http://soundeffect-lab.info/  この動画は東方Projectの二次創作です。原作に無い設定が多く含まれます。  ■東方Project：二次創作ガイドライン https://touhou-project.news/guideline/  ■立ち絵素材：きつねゆっくり http://www.nicotalk.com/charasozai_kt...  ■立ち絵素材：素材規約 http://www.nicotalk.com/kiyaku.html#g...   ■AquesTalk：ゆっくりボイス https://www.a-quest.com/","",2025-04-24 17:30
"銃の悪魔の動画出てきたんやが#エペ #apex #apexlegends #えーぺくす #チート#えぐいw","https://youtube.com/shorts/ta549727B58",1593816,20218,470,"iiosakana","","",2025-02-23 20:33
"新赤武器「EPG-1」がやば過ぎる #Shorts【Apex Legends/エーペックスレジェンズ】【ゆっくり実況】 #apexlegends #ゆっくり実況 #エーペックスレジェンズ","https://youtube.com/shorts/OyGjQpoWSqg",885190,17966,498,"カニヨイ","ツイッチ→https://www.twitch.tv/kaniyoi16 サブチャンネル→https://www.youtube.com/channel/UCs7orKyNm50oFQZ3mJffuHg  メンバーシップはこちら↓ https://www.youtube.com/channel/UCRkk1WKGAQtAn8QbkDYpofA/join ツイッターもやってるのでフォローお願いします。  Twitter→https://twitter.com/kani_gamer  @kani_gamer  支援絵タグ：カニアート  クリエイターサポート：KANIYOI  誤字脱字はよくあるので気にしないでね    ※この動画は【東方project】を基にした二次創作です。 東方Projectの二次創作ガイドライン https://touhou-project.news/guideline/  ☆ファンレターやプレゼントはこちらまで☆  【送り先】〒 108-0073 東京都港区三田1-4-1 住友不動産麻布十番ビル4F 株式会社GameWith カニヨイ宛 ※必ずクリエイター名を記載してください。 ※発送費用は、自費負担にて料金不足などがないようご注意ください。 ※宛先住所不備による未着等のトラブルは一切責任を負いかねます。 ※飲食物の受け取りはできませんのでご注意ください   【お問い合わせ】  企業様やビジネスのご相談はこちらのアドレスにお願いします。  creator-contact@gamewith.jp   #ApexLegends#エーペックスレジェンズ#ゆっくり実況#フォートナイト#fortnite","ゆっくり実況, Apex Legends, apex, エーペックスレジェンズ, 霊夢, 魔理沙, カニヨイ, EPG-1",2024-12-18 06:30
