Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Apex Legends Loba in Real Life 😳","https://youtube.com/shorts/nzoWI1RhhjA",17848913,435021,3498,"diehardGG","Apex Legends Loba in Real Life - Loba animations. give Valkyrie heirloom from Apex Legends Awakening Collection Event pls  ✅ Subscribe here: https://bit.ly/3y5nfgo ▶ More Apex Legends: https://bit.ly/39n1BxJ  #shorts #ApexLegends #ApexLegendsSaviors","apex legends, apex legends shorts, #shortsvideo, #shortstory, #shortstories, #shortclip, #shortmeme, #apexlegendsshorts, apex shorts, apex legends clips, funny apex legends clips, funniest apex legends clips, funny apex legends, apex legends valkyrie heirloom, apex valkyrie, valkyrie heirloom, apex legends trailer, apex legends animations, apex legends stories from the outlands, apex legends lifeline, apex legends mobile, apex mobile, apex legends loba",2022-06-15 05:37
"Zero Recoil Trick in Apex Legends","https://youtube.com/shorts/x9y9Ep4KdKI",8005781,363079,2700,"Esidi","In this video I show off and explain a unique technique in Apex Legends that allows you to fire your weapon without vertical recoil.  12 Aiming Tips and Tricks To Go Pro: https://youtu.be/kQYcmp4NqJk  Join this channel to get access to perks: https://www.youtube.com/channel/UC-Lfjk8RxcDB-kDxFHM9Qrg/join  Discord - https://discord.gg/3wu7nGj9Ex Twitter - https://twitter.com/esidixo Merchandise - https://www.esidiapparel.com/","esidi, esidi apex, apex, apex legends, apex shorts, recoil, no recoil, recoil trick, recoil apex, recoil apex legends, controller, apex recoil, apex recoil control, apex recoil smoothing, apex recoil smoothing controller, anti recoil, anti recoil apex, anti recoil apex legends, how to have less recoil, how to have no recoil",2023-03-01 09:47
"I encounter a movement god... (Apex Legends)","https://youtube.com/shorts/EZXWvVUIDyU",6744373,226943,1789,"Mande","Edited by: https://twitter.com/followdunc Subscribe to 2nd YouTube: https://www.youtube.com/channel/UCzBcQIBnxb5mMqnTba-OB0A Follow Twitch: https://www.twitch.tv/mande Follow me on Twitter: https://twitter.com/MandeOW Follow my Instagram: https://www.instagram.com/mikkel.hestbek/ Blitz helps you track your Headshot% in real-time while in-game. Download the Blitz App today: https://invite.blitz.gg/Mande_ ---------------------------------------------------------------------------------------------------------------------------------------- Stuff I use: Mouse: Pulsar X-lite V2 heavy - or - Zowie EC2 twitter.com/MandeOW/status/1464214525289373731?cxt=HHwWxoC57cvW99EoAAAA Keyboard: https://twitter.com/AZP3CT_FPS/status/1605282593699946498  Monitor: ROG Swift 360Hz PG27AQN | Second monitor: 👽 Alienware aw2521h  Gaming PC: Ryzen 7950x, RTX 4090, 64GB RAM 5600MHz Stream PC: I9 12900k, RTX 3080, 32GB RAM 3600MHz   ---------------------------------------------------------------------------------------------------------------------------------------- Settings: Sens: Apex: 1.5 in-game, 800 dpi, ads 1 / controller 3-2 classic Valorant: 0.41  Everything is on low and shadows off  ---------------------------------------------------------------------------------------------------------------------------------------- About me  How old are you? - 25 From? - Denmark How tall are you? - 6'5 or 195 cm What is your favorite Video-Game? - Apex Legends Don't forget to support Mande using the links above!  Outro Song: https://www.youtube.com/watch?v=zXX94yJgTz4  #apexlegends #mande #apexpredator #arsenal #apexarsenal #apex  #tsmmande #season17 #shorts","mande, tsm mande, tsm, tsm apex, pathfinder, sniper, funny, funny moments, highlights, apex legends, apex legends gameplay, season 17, season 17 arsenal, movement, mande sniper, longbow, kraber, sentinel, bocek bow, apex bow, predator, pred",2023-06-14 23:08
"もしもAPEXが現実だったら　#APEX","https://youtube.com/shorts/EemhNlLS4XU",6204839,176353,2253,"HikakinGames","#APEX #エーペックス #コスプレ #コスプレイヤー #cosplayer #apexlegends #shorts #Short #tikotok #games #gamer","hikakingames, hikakin, beatbox, game, gameplay, ヒカキン, ヒカキンゲーム, ヒカキンゲームズ, ひかきん, ひかきんげーむず, ビートボックス, ボイパ, ゲーム, ゲーム実況, 実況プレイ, 実況, youtube, youtuber, ユーチューバー, ゆーちゅーぶ, ユーチューブ, スマホ, スマホゲー, PCゲー, PC, apex, エーペックス, エペ, えぺ, コスプレ, コスプレイヤー",2024-03-08 20:47
"WORST HEIRLOOM in Apex Legends?","https://youtube.com/shorts/OT33rwOzuNM",6061738,249153,3778,"Simply Ashton","WORST HEIRLOOM in Apex Legends? #apexlegends #apex #shorts #apexshorts #ytshorts #gamingshorts #gaming  Subscribe: https://bit.ly/3qD34pL  Watch the newest videos: https://bit.ly/3wWJXYU Follow Simply Ashton Twitter: https://bit.ly/3Clwzyu  Twitch: https://bit.ly/3FhgQCt Watch more videos! Apex Season Tier Lists: https://bit.ly/3qNQAvq Most Popular: https://bit.ly/3nmJcoN Music: Production Music by www.epidemicsound.com Various Nintendo Artists","simply ashton, simply ashton youtube, youtube simply ashton, simplyashton, simplyashton youtube, youtube simplyashton, simplyashtin, apex, apex legends, apex predator, apex 1v3, apex ttv, apex funny, apex reaction, apex movement, apex gameplay, apex streamer, apex tips, apex season 16, apex wraith, apex horizon, ps4, xbox, pc, gaming, apex challenge, apex bloodhound, apex stereotypes, apex pathfinder, apex heirloom",2023-04-07 04:00
"The BEST LTM in Apex Legends History!","https://youtube.com/shorts/V2bmo8FsQLo",5842014,293460,542,"RossTheeSquirrel","The BEST LTM in Apex Legends History. Apex Legends News. Apex Leaks. Apex Easter Eggs. Apex Legends Nostalgia.  DUMMIEs Big Day LTM released in Apex Legends in Season 3 during the Grand Soiree Arcade Event. Within the Grand Soiree Collection Event, 7 LTMS were released, including Gold Rush Duos, Third-Person Mode, Always Be Closing, DUMMIEs Big Day, and After Dark regular battle royale modes for both World’s Edge and King’s Canyon.  Within the DUMMIE's Big Day game mode, every player was a DUMMIE and had the same abilities.  The DUMMIEs Tactical spawned a random piece of loot for you or your teammate.  The DUMMIEs had 3 Ultimate Abilities: Emergency Loot Pinata, Emergency Dance Party (which is now Mirage's Ultimate), and Emergency Area Heal.  Apex Legends Season 20 | Apex Legends Private Custom Lobby | Apex Ranked | Apex Funny Moments | Apex Shorts | How to Hit Masters |  Apex Legends Gameplay | Apex Legends News | Apex Bug | Apex Lore | Apex Legends: Breakout | Apex Legends Ranked Tips | Apex Legends Mixtape  #shorts #apex #apexlegends #apexclips","apex, apex legends, apex leaks, apex ranked, apex funny moments, apex legends leaks, apex easter egg, apex best settings, rare heirloom animation, apex legends nostalgia, ranked changes, nessie, apex legends lore, apex unreleased weapon, apex new map, apex customs, apex legends season 20, season 20 news, season 20 legend, season 20 ranked, apex anniversary event, season 20 patch notes, apex news, perks, shield system, heirloom shards, apex rare animations, dummies big day",2024-03-09 08:10
"twitterでバズった1vs3【APEX LEGENDS】#shorts","https://youtube.com/shorts/uuUui-1qGm8",5357301,160894,1043,"NIRU","生放送 http://twitch.tv/nniru  NIRUの本　https://t.co/JuZYKHHjTZ  20キル&4000ダメージ  https://youtube.com/playlist?list=PLnz4nYMGRMWwOoRpZvtOBikEOEQu9C2Hg  twitter https://twitter.com/nirunno  インスタグラム https://instagram.com/niru.1218  コントローラー手元動画 https://youtu.be/9ia4bwN-HFU  NIRUグッズ　https://nirus.booth.pm/  #NIRU  #APEXLEGENDS","",2022-12-11 10:00
"I Opened 50 Apex Packs at Once #shorts","https://youtube.com/shorts/Id-QJD3WfR4",5148484,218698,452,"HisWattson2","opening apex packs #apexlegends #apex","apex legends, apex heirloom, apex packs, apex highlights, apex funny, hiswattson",2024-11-08 05:24
"Overwatch VS Apex Legends (Voice Actors) 🎤 #shorts","https://youtube.com/shorts/HHOZUv02ByQ",4231849,153475,3302,"Bundun","#overwatch #apexlegends   Watch me LIVE at https://www.twitch.tv/bundun Follow me on Twitter at https://twitter.com/BundunLive","",2023-05-05 00:00
"Imagine Touching Apex For The First Time And He Did This! - Apex Legends","https://youtube.com/shorts/8EyocPoPvCE",4171986,146139,1006,"justapexthings","Welcome back to another Apex Legends - Funny Moments & Best Highlights video. This series contains the best funny, fail, epic Apex Legends moments and top Apex Legends plays all submitted by the community. #shorts   justapexthings provides you with the Best Daily Apex Legends Highlights, Montages, Funny Moments, Meme-compiled clips from the community on the daily basis, we specifically pick the Best clips so that you would only get the highest quality highlights from the Apex Legends community!  If you liked this video, give us a thumbs up and let us know in the comments! Enjoy!  If you would like your clips & video taken down, please send an email to: justapexthingsbz@gmail.com  #apexlegends #apex #apexclips  All Credits Really Goes To The Owner And Creator Of These Clips & Funny Moments! ImperialHal: https://www.twitch.tv/tsm_imperialhal NRG Sweet: https://www.twitch.tv/sweetdreams iitztimmy: https://www.twitch.tv/iitztimmy hiswattson: https://www.twitch.tv/hiswattson stormen: https://www.twitch.tv/stormen Verhulst: https://www.twitch.tv/verhulst NICKMERCS: https://www.twitch.tv/nickmercs faide: https://www.twitch.tv/faide extesyy: https://www.twitch.tv/extesyy acie: https://www.twitch.tv/acie verhulst: https://www.twitch.tv/verhulst albralelie: https://www.twitch.tv/albralelie mande: https://www.twitch.tv/mande genburten: https://www.twitch.tv/genburten Rogue - https://www.twitch.tv/rogue Taxi2g - https://www.twitch.tv/taxi2g Apryze - https://www.twitch.tv/Apryze Nokokopuffs - https://www.twitch.tv/Nokokopuffs Euriece - https://www.twitch.tv/Euriece Lululuvely - https://www.twitch.tv/lululuvely Zachmazer - https://www.twitch.tv/zachmazer Daltoosh - https://www.twitch.tv/Daltoosh NiceWigg - https://www.twitch.tv/NiceWigg","apex legends, apex, apex legends season 17, apex season 17, apex legends montage, apex montage, apex legends gameplay, apex predator, apexlegends, apex legends highlights, apex clips, apex legends funny, apex legends funny moments, iitztimmy apex, apex legend, apex gameplay, apex tournament, algs apex, tsm apex, apex legends moments, apex ranked, apex movement, apex legends tips, imperialhal, nrg apex, algs, hiswattson, mande, nickmercs, nrg sweet, apex legends ballistic",2023-07-19 15:00
