Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Ranking The Best Batllefield Funny Moments #battlefield #funny #gameplay #shorts","https://youtube.com/shorts/3oijH5EKREk",4455699,131659,628,"teguhprem.","Ranking The Best Batllefield Funny Moments #battlefield #funny #gameplay #shorts   Support this Channel. = Donate for support : https://sociabuzz.com/teguhprem/support  Join Discord untuk komunikasi. • Discord : https://discord.gg/P79CgB4  :D","shorts, shorts viral, game viral, information game 2025, do you know?, you know, viral, viral games, gaming, gta, gta rp, rdr2, videogames, gamenews, gamingcommunity, gamer, gaminglife, gameoftheyear, viralgame, trendinggames, newgames, gamingupdate, gamingcontent, gameplay, pcgaming, consolegaming, openworldgames, actiongames, adventuregames, fpsgames, rpg, gamingtips, gamehighlights, esports, bestgames, fifa, football, viral video, ea games, fc 25, highlights, battlefield, battlefield v, war, funny game",2025-03-12 21:18
"how are these real... #shorts #gaming #gamingshorts #bfv #history #battlefield #forgottenweapons","https://youtube.com/shorts/ozzrqEwwjjU",4102591,113335,806,"Strider","Battlefield V (BFV) is a first-person shooter (FPS) game developed by DICE and published by Electronic Arts (EA). Released in 2018, it is part of the long-running Battlefield series and is set during World War II. The game focuses on large-scale, team-based battles with an emphasis on realism and squad cooperation.  Key Features of Battlefield V: World War II Setting – Unlike previous Battlefield games that focused on modern or futuristic warfare, BFV takes players back to WWII with historically inspired weapons, vehicles, and locations.  Grand Operations Mode – A large-scale multiplayer mode where battles span multiple in-game days, changing objectives and maps as the battle progresses.  Firestorm (Battle Royale Mode) – Introduced later, Firestorm was BFV’s attempt at a Battle Royale mode, featuring a shrinking battlefield and survival mechanics.  War Stories (Single-Player Mode) – Instead of a traditional campaign, BFV offers short, narrative-driven missions based on different perspectives of WWII.  Fortifications System – Players can build fortifications such as sandbags, barbed wire, and tank traps to defend positions.  Attrition System – Players have limited health and ammo, requiring more reliance on teammates and supply stations.  No Premium Pass – Unlike previous games, BFV introduced free post-launch content instead of paid expansions, under the ""Tides of War"" live service model.","Battlefield V, BFV, Battlefield moments, Only in Battlefield, Battlefield gameplay, BFV epic moments, Battlefield V multiplayer, BFV best plays, Battlefield sniping, BFV funny moments, Battlefield explosions, BFV tanks, Battlefield teamwork, BFV war stories, Battlefield V epic battles, BFV intense firefights, Battlefield destruction, BFV squad gameplay, BFV immersive battles, Battlefield parachute moments, bfv history, historical accuracy, bf5 historical weapons",2025-04-05 07:26
"how accurate are REAL soldiers #shorts #gaming #gamingshorts #history #battlefield #forgottenweapons","https://youtube.com/shorts/Y8ZsFXQxENc",3672424,120255,652,"Strider","Battlefield V (BFV) is a first-person shooter (FPS) game developed by DICE and published by Electronic Arts (EA). Released in 2018, it is part of the long-running Battlefield series and is set during World War II. The game focuses on large-scale, team-based battles with an emphasis on realism and squad cooperation.  Key Features of Battlefield V: World War II Setting – Unlike previous Battlefield games that focused on modern or futuristic warfare, BFV takes players back to WWII with historically inspired weapons, vehicles, and locations.  Grand Operations Mode – A large-scale multiplayer mode where battles span multiple in-game days, changing objectives and maps as the battle progresses.  Firestorm (Battle Royale Mode) – Introduced later, Firestorm was BFV’s attempt at a Battle Royale mode, featuring a shrinking battlefield and survival mechanics.  War Stories (Single-Player Mode) – Instead of a traditional campaign, BFV offers short, narrative-driven missions based on different perspectives of WWII.  Fortifications System – Players can build fortifications such as sandbags, barbed wire, and tank traps to defend positions.  Attrition System – Players have limited health and ammo, requiring more reliance on teammates and supply stations.  No Premium Pass – Unlike previous games, BFV introduced free post-launch content instead of paid expansions, under the ""Tides of War"" live service model.","Battlefield V, BFV, Battlefield moments, Battlefield gameplay, BFV epic moments, BFV best plays, Battlefield sniping, BFV funny moments, Battlefield explosions, BFV tanks, Battlefield teamwork, BFV war stories, Battlefield V epic battles, BFV intense firefights, Battlefield destruction, BFV squad gameplay, BFV immersive battles, Battlefield parachute moments, bfv history, historical accuracy, bf5 historical weapons, cod, call of duty, call of duty logic",2025-04-16 14:05
"The Cost of Blind Loyalty 💀 #shorts #gaming","https://youtube.com/shorts/SHMbPSNz4FE",4627429,105510,587,"GGxwow","This Clip is taken from Battlefield 5 Gameplay  #shorts #gaming #games #gameplay #callofduty #funny #wolfenstein #daysgone","",2025-05-24 22:10
"When Winning Feels Like Losing 💀#shorts #battlefield #ww2","https://youtube.com/shorts/WGhnuTQ273c",2193282,105437,690,"REDLINE GAMING","When Winning Feels Like Losing #shorts #battlefield #ww2 #gaming #gameplay #games #reels #viralvideo #moments #edit #worldwar2 #battlefield5   ___________ Disclaimer:- These video games are a work of fiction. The vehicles, weapons, fighting, blood, etc. may have been adjusted to fit into these video games. All characters appearing in these games are fictitious. Any resemblance to real persons, living or dead, is purely coincidental. There is no relation between these video games with real life.","short, short videos, reels, viral, video, gaming, when winning feels like losing battlefield, when winning feels like losing ww2, when winning feels like losing, battlefield 5, battlefield, gameplay, games, clips, moment, edit, ww2, world war 2, relatable shorts, relatable, ww2 edit, ww",2025-03-07 22:00
"videogame bolt action snipers... #shorts #gaming #bfv #history #battlefield #forgottenweapons","https://youtube.com/shorts/a_CW8_Sog5U",2669096,77488,900,"Strider","kar98k mg42  Battlefield V (BFV) is a first-person shooter (FPS) game developed by DICE and published by Electronic Arts (EA). Released in 2018, it is part of the long-running Battlefield series and is set during World War II. The game focuses on large-scale, team-based battles with an emphasis on realism and squad cooperation.  #gamingshorts   Key Features of Battlefield V: World War II Setting – Unlike previous Battlefield games that focused on modern or futuristic warfare, BFV takes players back to WWII with historically inspired weapons, vehicles, and locations.  Grand Operations Mode – A large-scale multiplayer mode where battles span multiple in-game days, changing objectives and maps as the battle progresses.  Firestorm (Battle Royale Mode) – Introduced later, Firestorm was BFV’s attempt at a Battle Royale mode, featuring a shrinking battlefield and survival mechanics.  War Stories (Single-Player Mode) – Instead of a traditional campaign, BFV offers short, narrative-driven missions based on different perspectives of WWII.  Fortifications System – Players can build fortifications such as sandbags, barbed wire, and tank traps to defend positions.  Attrition System – Players have limited health and ammo, requiring more reliance on teammates and supply stations.  No Premium Pass – Unlike previous games, BFV introduced free post-launch content instead of paid expansions, under the ""Tides of War"" live service model.","Battlefield V, BFV, Battlefield moments, Only in Battlefield, Battlefield gameplay, BFV epic moments, Battlefield V multiplayer, BFV best plays, Battlefield sniping, BFV funny moments, Battlefield explosions, BFV tanks, Battlefield teamwork, BFV war stories, Battlefield V epic battles, BFV intense firefights, Battlefield destruction, BFV squad gameplay, BFV immersive battles, bfv history, historical accuracy, bf5 historical weapons, sniper, bolt action, kar98k, kar98, mg42",2025-05-21 00:59
"A man fighting with his brain exposed to the entire battlefield 🤯","https://youtube.com/shorts/QvHK1qLhFZ4",2143565,73980,216,"The Art Of War","","",2025-04-11 03:00
"the WORST pistol EVER... #shorts #history #gamingshorts #gaming #battlefield #forgottenweapons #bfv","https://youtube.com/shorts/_3nfv0FhDO4",1390372,41307,296,"Strider","Battlefield V (BFV) is a first-person shooter (FPS) game developed by DICE and published by Electronic Arts (EA). Released in 2018, it is part of the long-running Battlefield series and is set during World War II. The game focuses on large-scale, team-based battles with an emphasis on realism and squad cooperation.  Key Features of Battlefield V: World War II Setting – Unlike previous Battlefield games that focused on modern or futuristic warfare, BFV takes players back to WWII with historically inspired weapons, vehicles, and locations.  Grand Operations Mode – A large-scale multiplayer mode where battles span multiple in-game days, changing objectives and maps as the battle progresses.  Firestorm (Battle Royale Mode) – Introduced later, Firestorm was BFV’s attempt at a Battle Royale mode, featuring a shrinking battlefield and survival mechanics.  War Stories (Single-Player Mode) – Instead of a traditional campaign, BFV offers short, narrative-driven missions based on different perspectives of WWII.  Fortifications System – Players can build fortifications such as sandbags, barbed wire, and tank traps to defend positions.  Attrition System – Players have limited health and ammo, requiring more reliance on teammates and supply stations.  No Premium Pass – Unlike previous games, BFV introduced free post-launch content instead of paid expansions, under the ""Tides of War"" live service model.","Battlefield V, BFV, Battlefield moments, Only in Battlefield, Battlefield gameplay, BFV epic moments, Battlefield V multiplayer, BFV best plays, Battlefield sniping, BFV funny moments, BFV tanks, BFV war stories, Battlefield V epic battles, BFV intense firefights, Battlefield destruction, BFV squad gameplay, BFV immersive battles, Battlefield parachute moments, bfv history, historical accuracy, bf5 historical weapons, ww2, ww1, history, historical, world war, pistol, liberator",2025-04-23 07:07
"Why Didnt The US Army Use Snipers During WW2 #shorts #gaming #history #battlefield #forgottenweapons","https://youtube.com/shorts/iJJ1nC11Q7E",1408304,36373,335,"Strider","Battlefield V (BFV) is a first-person shooter (FPS) game developed by DICE and published by Electronic Arts (EA). Released in 2018, it is part of the long-running Battlefield series and is set during World War II. The game focuses on large-scale, team-based battles with an emphasis on realism and squad cooperation.  #gamingshorts #shorts #gaming #bfv  #history #battlefield #forgottenweapons  Key Features of Battlefield V: World War II Setting – Unlike previous Battlefield games that focused on modern or futuristic warfare, BFV takes players back to WWII with historically inspired weapons, vehicles, and locations.  Grand Operations Mode – A large-scale multiplayer mode where battles span multiple in-game days, changing objectives and maps as the battle progresses.  Firestorm (Battle Royale Mode) – Introduced later, Firestorm was BFV’s attempt at a Battle Royale mode, featuring a shrinking battlefield and survival mechanics.  War Stories (Single-Player Mode) – Instead of a traditional campaign, BFV offers short, narrative-driven missions based on different perspectives of WWII.  Fortifications System – Players can build fortifications such as sandbags, barbed wire, and tank traps to defend positions.  Attrition System – Players have limited health and ammo, requiring more reliance on teammates and supply stations.  No Premium Pass – Unlike previous games, BFV introduced free post-launch content instead of paid expansions, under the ""Tides of War"" live service model.","Battlefield V, BFV, Battlefield moments, Only in Battlefield, Battlefield gameplay, BFV epic moments, Battlefield V multiplayer, BFV best plays, Battlefield sniping, BFV funny moments, Battlefield explosions, BFV tanks, Battlefield teamwork, BFV war stories, Battlefield V epic battles, BFV intense firefights, Battlefield destruction, BFV squad gameplay, Battlefield parachute moments, bfv history, historical accuracy, bf5 historical weapons, sniper, ww2 sniper",2025-04-18 13:44
"If You HEAR This in Battlefield 1 = GAME OVER 😱 #battlefield1 #battlefield #bf1","https://youtube.com/shorts/7Jb7Q3HlWEQ",840941,34598,563,"BO4KOGaming","Battlefield 1 Behemoths entrance is the scariest sound you can hear in BF1. If your team don't destroy them on time = GAME OVER 😭 . Hopefully the next Battlefield 2025 game will have behemoths like in Battlefield 1. #battlefield1 #battlefield #bf1clips   ➠ SUBSCRIBE! - http://bit.ly/1M3E2BZ  ➠ FOLLOW ME ---------------------------------------------------------------- ● X: https://twitter.com/BO4KOGaming ● Twitch: https://www.twitch.tv/bo4kogaming ● Instagram: https://www.instagram.com/fozbo4kogaming ● TikTok : https://www.tiktok.com/@bo4kogaming ----------------------------------------------------------------  #crazy #epic #battlefield2042gameplay #battlefieldvshorts #battlefieldv #memes #bfvshorts #bf1shorts #battlefield1shorts #battlefield1gameplay #bf1","battlefield 2042, battlefield 2042 gameplay, bf2042, battlefield 5, battlefield v, battlefield 1, bf1, battlefield 5 gameplay, bfv, battlefield, wtf, fail, idiots, shorts, lol, bf5, funny, bf 2042, memes, crazy, bf1 clips, battlefield 1 trailer, bf1 shorts, epic, battlefield 1 gameplay, new battlefield game, battlefield 2025, battlefield 1 immersion, battlefield 6, next battlefield game, bf1 2025, battlefield 1 2025, bf6, bf1 behemoths, battlefield 1 behemoths, new battlefield gameplay, bf",2025-03-10 02:30
