Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"I got super high in Fortnite","https://youtube.com/shorts/cR1m6bsnTeE",37982422,1508577,4274,"TG Shorts","Dub shotgun = EASY WINS. #Shorts #Fortnite #TypicalGamer #Clips 🔔 SUBSCRIBE for DAILY short videos! 🔔  Gaming channel: https://www.youtube.com/channel/UCqVCSWnuOSPm26orvNDTuWQ Streaming channel: https://www.youtube.com/c/typicalgamer  Merch: https://typical.store Twitter: https://www.twitter.com/typicalgamer Instagram: https://www.instagram.com/typicalgamer Discord: https://discord.gg/tgelite","",2022-12-30 01:30
"What Is The Best Shotgun in Fortnite?","https://youtube.com/shorts/Ta8yOCdN7P4",28534900,818967,5549,"Reisshub","What Is The Best Shotgun in Fortnite? The Sharp Tooth Shotgun or the Havoc Pump?  Like and subscribe to help grow the channel!  Follow my socials to support me! Youtube:  @Reisshub   2nd Youtube:  @ReissExplains   Twitter: https://twitter.com/Reisshub Tiktok: https://www.tiktok.com/@reisshub  Tags: new season,fortnite season 2, fortnite,chapter 4,chapter 4,chapter 4 fortnite,chapter 4 trailer,chapter 4 battle pass,chapter 4 live event,chapter 4 event,chapter 4 season 1,fortnite update,comp fortnite,fortnite news,fortnite chapter 4,epic games,fortnite tournament,fortnite chapter 4 map,new update,fortnite chapter 4 event,fortnite gameplay,tips & tricks,fortnite tips and tricks,fortnite meta,how to play,fortnite tips,chapter 4 tips and tricks,tips and tricks,fortniteupdate  #Fortnite #shorts","fortnite season 2, fortnite, chapter 4, chapter 4 fortnite, chapter 4 trailer, chapter 4 battle pass, chapter 4 live event, chapter 4 event, chapter 4 season 1, fortnite update, comp fortnite, fortnite news, fortnite chapter 4, epic games, fortnite tournament, fortnite chapter 4 map, new update, fortnite gameplay, tips & tricks, fortnite tips and tricks, fortnite meta, how to play, fortnite tips, chapter 4 tips and tricks, tips and tricks, sharptooth shotgun, havoc pump",2023-07-05 05:30
"Giant Fortnite Foods ASMR!? 🤤⛏️","https://youtube.com/shorts/oMs94ciMKaw",26966603,511000,2934,"Spizee","","",2025-02-12 23:16
"Fortnite Kamehameha Win in 0.3 SECONDS..!","https://youtube.com/shorts/UuAqcDfz2v4",18353755,516444,5583,"James Flux","INSTANT WIN in Fortnite with the Kamehameha..!  Fortnite News & Leaks!  Basically, YouTube's the dream job and anything else isn't for me so... Subscribe and like so I can quit my job! Why are you still reading? It's over? Oh actually, if you don't like me, tell me you don't like me in the comments because the algorithm likes comments...  Business Enquires - jamesfluxbusiness@gmail.com  Don't forget to like, subscribe and turn the notification bell on (obviously)   Discord - https://discord.gg/hatAZd5WPP  Give me money plz - https://www.patreon.com/JamesFlux  -------------------------------------------------------------------------------------------------------------  Where I get my music (sometimes):  https://www.youtube.com/user/NoCopyrightSounds  -------------------------------------------------------------------------------------------------------------  Social Medias:  https://www.tiktok.com/@james_flux?  https://twitter.com/JamesFluxx  https://www.instagram.com/jamesflux_/  -------------------------------------------------------------------------------------------------------------  Stuff I use or want... Please note if you purchase an item using any of these links, I will receive commision on that purchase (that is the point though)  Monitor - https://amzn.to/3znw2MU  Keyboard - https://amzn.to/3ERoy5Q  Mouse - https://amzn.to/3FMgzbo  Mouse Pad - https://amzn.to/3JEHkAQ  LED (not the exact one) - https://amzn.to/3mR5YVf  Camera - https://amzn.to/3eJbLHU  -------------------------------------------------------------------------------------------------------------  Fortnite Kamehameha Win in 0.3 SECONDS..!  #fortnite #short #fortniteshort #gamingnews #gamingshort","fortnite, fortnite news, fortnite leaks, fortnite zero build, fortnite new update, fortnite new event, fortnite new, new fortnite update, new fortnite event, fortnite new skin, zero build mode fortnite, fortnite x dragon ball, fortnite dragon ball, goku in fortnite, goku using kamehameha in fortnite, fortnite kamehameha mythic item, fortnite new mythic item, goku kamehameha battle bus fortnite, can goku kamehameha the battle bus in fortnite, fortnite kamehameha battle bus",2022-09-03 06:20
"Best Trickshot Ever on FORTNITE","https://youtube.com/shorts/rz44Pal4eGw",17043400,568950,6832,"Plasma","Subscribe for GOOD LUCK 🎯 USE CODE ✨PLASMA✨  🌐 Socials: ►Twitter https://twitter.com/plasma ►TikTok https://www.tiktok.com/@plasmafps ►Insta https://www.instagram.com/plasma.yt  My Favorite YouTubers are McCreamy, Lazarbeam, Fe4rless, Ceeday, SypherPK, Ninja, Pokimane, Ali-A, x2Twins, Tomato - Fortnite, Top5Gaming, Bugha, Clix, Fresh, TG Plays, Mr Savage, Nick Eh 30, itsJerian, and MrBeast! What about you?   #fortnite #fortnitemontage #fortniteclips","plasma fortnite, plasma, fortnite, fortnite trickshot, fortnite clips, fortnite best trickshot, fortnite trickshot montage, fortnite trickshot map, fortnite trickshotting, fortnite funny, fortnite memes, fortnite funny moments, fortnite trolling, fortnite clip, best fortnite, fortnite aimbot, aimbot trickshot, fortnite trickshots map code, fortnite shorts, fortnite egirl, fortnite girl, fortnite girl troll, fortnite girl voice, fortnite girl trolling, fortnite montage",2023-08-01 22:00
"How did I NOT die to storm? 🤔","https://youtube.com/shorts/4yLIuHmnS5U",17573642,480740,2292,"Lachlan","Join PWR Discord: https://discord.gg/pwr Subscribe to Lachy Shorts! http://bit.ly/LachyShortsSubscribe  ⚡️My APPAREL⚡️ | https://PWR.Supply ❱ Subscribe to PWR ⚡️🎮 | https://bit.ly/PWRsubscribe ❱ Subscribe to Shorts | http://bit.ly/LachyShortsSubscribe ❱ Subscribe to Lachlan | https://bit.ly/LachlanSubscribe ❱ Subscribe to 2nd Channel | https://bit.ly/LachlanPlayzSubscribe  Follow me on: ❱ Twitter | https://twitter.com/LachlanYT ❱ Instagram | http://instagram.com/Lachlan ❱ TikTok | http://TikTok.com/@lachlan  PWR: ❱ Twitter | https://twitter.com/TeamPWR ❱ Instagram | https://instagram.com/TeamPWR ❱ TikTok | https://www.tiktok.com/@PWR ❱ Twitch | https://twitch.tv/TeamPWRgg ❱ Facebook | https://facebook.com/TeamPWRgg ❱ Website | https://teampwr.gg  My preferred preipherals, HyperX: https://hx.hyperx.gg/bxKqiTX6  Music supplied by:  ❱ Epidemic Sounds | http://bit.ly/EpidemicSoundsLachy ❱ MonsterCatMedia | https://www.youtube.com/user/monstercatmedia ❱ Incompetech | http://www.incompetech.com/  Musicbed SyncID: MB01LUI0YCY1IWC MB01EIT3AHVQ45D This work was produced by the LCLN Group and is copyright of LCLN Pty Ltd. The unauthorised reproduction or distribution of this work is not permitted.","fortnite battle royale, fortnite, lachlan, lachy, duos, new season, battle royal, lacy, laclan, epic games, gaming, esports, games, video games, poggies, battle royale, warzone, pubg, lachydachy, power, pwr, rocketleague, rlcs, fortniteupdate, update, battlepass, battle, pass",2022-11-25 05:00
"Pretending to be Peter Griffin Boss.. 😭💀","https://youtube.com/shorts/sKDLSSm3stA",16960584,285237,1072,"davidfn","","fortnite chapter 5, fortnite boss, fortnite bosses, fortnite update, fortnite battle royale, fortnite channel, pretending to be a boss in fortnite, peter griffin fortnite, fortnite item shop, fortnite challenge, fortnite mythics, funny fortnite, fortnite chapter 5 gameplay, fortnite chapter 5 battle pass, fortnite chapter 5 xp glitch, fortnite chapter 5 season 1, fortnite chapter 5 map, fortnite bosses now vs then, fortnite bosses song, fortnite bosses be like",2024-02-17 07:09
"Top 10 Fortnite Skins IN REAL LIFE!","https://youtube.com/shorts/a3wQ58hc2Bc",15779761,447321,5755,"Fortnite Clips","Subscribe for Daily Videos! 🔥 #fortnite #shorts #fortniteshorts Code FNCYT in the Item Shop #EpicPartner ❤️ Drop a LIKE 👍 and a COMMENT 💬 if you enjoyed the video!!! ❤️","fortnite, fornite, fortnite battle royale, top 10 fortnite skins in real life, fortnite skins vs real life, fortnite skins in real life, fortnite skins, fortnite skin, fortnite cosplay, fortnite cosplay real life, og fortnite, fortnite item shop, fortnite item shop today, fortnite shorts, fortnite og, item shop, item shop fortnite, shorts, youtube shorts, dance, dances, tomato fortnite, typical gamer, mrbeast, sypherpk, fncyt, fortnite clips",2023-11-02 03:00
"When Clix Got Scammed in a Fortnite Tournament","https://youtube.com/shorts/mnLElZT6EXM",15117902,469281,1104,"SypherPK","When Clix Got Scammed in a Fortnite Tournament  #fortnite  #sypherpk #shorts","fortnite, fortnite battle royale, competitive, gaming, highlights, gameplay, fortnite highlights, fortnite tips, stream highlights, how to play, fortnite gameplay, sypher, new update, sypherpk, fortnite update, fortnite new patch, fortnite new item, everything epic didnt tell you, fortnite new update, fortnite leaks, fortnite event, mr beast fortnite, undercover, fashion show, Fortnite chapter 5, asianjeff",2024-07-03 06:30
"Guess the Fortnite Skin ft. Lazarbeam","https://youtube.com/shorts/1kUSQVtYTZA",13266345,548663,944,"Lachlan","Join PWR Discord: https://discord.gg/pwr Subscribe to Lachy Shorts! http://bit.ly/LachyShortsSubscribe  ⚡️My APPAREL⚡️ | https://PWR.Supply ❱ Subscribe to PWR ⚡️🎮 | https://bit.ly/PWRsubscribe ❱ Subscribe to Shorts | http://bit.ly/LachyShortsSubscribe ❱ Subscribe to Lachlan | https://bit.ly/LachlanSubscribe ❱ Subscribe to 2nd Channel | https://bit.ly/LachlanPlayzSubscribe  Follow me on: ❱ Twitter | https://twitter.com/LachlanYT ❱ Instagram | http://instagram.com/Lachlan ❱ TikTok | http://TikTok.com/@lachlan  PWR: ❱ Twitter | https://twitter.com/TeamPWR ❱ Instagram | https://instagram.com/TeamPWR ❱ TikTok | https://www.tiktok.com/@PWR ❱ Twitch | https://twitch.tv/TeamPWRgg ❱ Facebook | https://facebook.com/TeamPWRgg ❱ Website | https://teampwr.gg  My Headset: https://hyperx.gg/Lachy  Music supplied by:  ❱ Epidemic Sounds | http://bit.ly/EpidemicSoundsLachy ❱ MonsterCatMedia | https://www.youtube.com/user/monstercatmedia ❱ Incompetech | http://www.incompetech.com/  Musicbed SyncID: MB01LUI0YCY1IWC MB01EIT3AHVQ45D This work was produced by the LCLN Group and is copyright of LCLN Pty Ltd. The unauthorised reproduction or distribution of this work is not permitted.","fortnite battle royale, fortnite, lachlan, lachy, duos, new season, battle royal, lacy, laclan, epic games, gaming, esports, games, video games, poggies, battle royale, warzone, pubg, lachydachy, power, pwr, rocketleague, rlcs, fortniteupdate, update, battlepass, battle, pass",2022-11-06 09:27
