Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Sprinting to see Mission Impossible The Final Reckoning only in theaters tomorrow #MissionImpossible","https://youtube.com/shorts/ZScIDRW94Ww",43479395,766482,12447,"Daniel LaBelle","","",2025-05-22 00:46
"Sticky Situation in The Finals🟡","https://youtube.com/shorts/J9HvHd56J7o",11887496,656989,2095,"Siege Tales","#thefinals #finals #animation","",2024-01-12 22:00
"The Finals has THE BEST weapon skins 🔥","https://youtube.com/shorts/wH972dywaV8",10751539,678053,6820,"JampackSam","The Finals has some weapon skins that put Call of Duty to shame.   #thefinals #gaming","the finals stick gun, the finals twig, the finals weapon skins",2024-05-27 02:55
"The moment Faker realized he was going back to the Finals after 5 years","https://youtube.com/shorts/rT5WYofdfpo",9336898,362093,2673,"RED DRAGON","","",2022-11-05 06:16
"【進撃の巨人】The Final Season完結編（後編）名場面集② #shorts #shingeki #aot #AttackOnTitan","https://youtube.com/shorts/mHI_KV5EEsw",4081271,140365,703,"ぽにきゃん-Anime PONY CANYON","","",2023-12-22 00:20
"This game plays like a movie | THE FINALS","https://youtube.com/shorts/5o1s8addFiU",1522347,45018,518,"Blurbs","Watch LIVE: https://twitch.tv/blurbs YT Shorts: https://www.youtube.com/channel/UCutatihoswQwpO80jsIKoPQ TikTok: https://www.tiktok.com/@blurbstv Tips Playlist: https://www.youtube.com/playlist?list=PLeVtvf69N6wvKqf1UNr5MR2kPn5EUWtck Discord: https://discord.gg/zrSnf4JvKw Twitter: https://twitter.com/Blurbstv Instagram: https://www.instagram.com/blurbsttv/","blurbs, blurb, beeb, live, twitch, gameplay, fight, streamer, stream, pvp, battle, funny, crazy, hilarious, comp, compilation, clip, pc, player, best, fail, videos, laugh, voice, chat, moments, players, chest, loot, rare, guide, how to, tips, basic, advanced, new, combat, video, tip, season, weapon, update, short, shorts, playtest, alpha, beta, 2023, THE, FINALS, shooter, fps, battlefield, test, dice, embark, cinematic",2023-03-16 00:00
"Больше не будут использовать Goo гранату в The Finals!","https://youtube.com/shorts/Aon3M3WqGr0",1139100,45027,166,"Heavy Egg - Фишки THE FINALS","В этом коротком видео,я покажу как можно разрушить Goo гранату всего за 2 секунды в The Finals! Теперь я не буду использовать Goo гранату , после этого видео.  #thefinals #thefinalsgame #heavyegg","the finals, heavyegg, the finals гайд, the finals гайд для новичков, the finals гайды, the finals настройки, the finals на слабом пк, the finals на русском, the finals фишки, the finals обнова, the finals gameplay, the finals обучение, the finals обзор, the finals геймплей, the finals советы, the finals секреты, the finals как играть, the finals мета, the finals изменения, the finals тир лист, настройки the finals, гайды the finals, обновление the finals, фишки the finals",2024-01-29 05:29
"YOU CAN DO THIS IN THE FINALS!","https://youtube.com/shorts/rGi_T8H33Po",1107711,48880,511,"TimTheTatman Shorts","YOU CAN DO THIS IN THE FINALS! LIKE and SUBSCRIBE with NOTIFICATIONS ON if you enjoyed the video! 👍  👉Don't forget to choose me as your support a creator! Use Code - ""timthetatman"" in the item shop! #codpartner  💪BECOME A MEMBER OF THE STREAM - https://youtube.com/timthetatman/join 💰 DONATE: https://streamlabs.com/timthetatman/tip 👉Use Code - ""timthetatman"" in the item shop! #codpartner 👉JOIN THE DISCORD: https://discord.gg/timthetatman 🔴 You can catch me live on Youtube! https://youtube.com/TimTheTatman 🎥 More TimTheTatman: https://youtube.com/MoreTimTheTatman 🎥 TimTheTatman Two: https://youtube.com/TimTheTatmanTwo 🎥TimTheTatmanVODs: https://youtube.com/TimTheTatManVODs 🎥 TimTheTatman Shorts: https://youtube.com/TimTheTatmanShorts ▶️ GET CONNECTED: 🖥️ Website | https://timthetatman.com 🐦Twitter | https://twitter.com/timthetatman 📷 Instagram | https://www.instagram.com/timthetatman/ 📱TikTok  | https://tiktok.com/@timthetatman  🔥SPONSORS: NZXT | https://nzxt.co/TimNZXT LG Ultragear | https://bit.ly/3A5B0MZ Herman Miller | https://bit.ly/3tcJ9vV HyperX | https://hx.hyperx.gg/TimTheTatman AT&T | https://att.com/5gforyou FanDuel | https://fanduel.com/timthetatman Streamlabs | https://streamlabs.com/goprime?promo=timthetatman-441d-10  ⭐COMPLEXITY: http://col.vg/Tim  THANKS FOR WATCHING!! 💖 ----------------------------------------------------------------------------------------------------------- #timthetatman #shorts #short","timthetatman, tatmanarmy, tim, the, tat, man, twitch clips, stream highlights, funny moments, funny, streamer, twitch, montage, clips, fat, the finals, the finals gameplay",2023-04-01 04:00
"The DESTRUCTION in THE FINALS makes each fight so unique","https://youtube.com/shorts/QB3hV6laLV8",1027933,37737,662,"Reave","►WATCH ME PLAY LIVE EVERYDAY https://www.twitch.tv/freereave  ► SOCIALS ▪ TWITTER ➔ https://twitter.com/Reave ▪ TIKTOK ➔ https://www.tiktok.com/@.reave  #thefinals   the finals,the finals gameplay,the finals destruction,the finals explosions,finals gameplay,the finals beta,the finals closed beta,new first person shooter,the finals new,the finals release date,gameplay,multiplayer,sniper montage,the finals sniping,the finals montage,the finals console,the finals best loadout,embark,dice,battlefield  Join THE FINALS, the world-famous, free-to-play, combat-centered game show! Fight alongside your teammates in virtual arenas that you can alter, exploit, and even destroy. Build your own playstyle in this first-person shooter to win escalating tournaments and lasting fame.","the finals, the finals gameplay, the finals destruction, the finals explosions, finals gameplay, the finals beta, the finals closed beta, new first person shooter, the finals new, the finals release date, gameplay, multiplayer, sniper montage, the finals sniping, the finals montage, the finals console, the finals best loadout, embark, dice, battlefield",2023-03-23 11:41
"The Deadliest Light Build in The Finals","https://youtube.com/shorts/3lbe_oItYMM",918190,28594,1085,"Reave","SH1900 + Cloaking Device = Cheating  ►Watch Me Live! https://twitch.tv/freereave  ►Join the Discord https://discord.com/invite/Jgvassh9jc  ►Follow My Twitter https://twitter.com/reave  #thefinals #gaming   the finals,the finals gameplay,the finals game,the finals best build,the finals tips,the finals beta,the finals best settings,the finals light build,the finals best,the finals best gun,the finals trailer,the finals best class,the finals guide,the finals review,the finals open beta,the finals best light build,the finals best weapon,the finals best controller settings,the finals best weapons,the finals movement,the finals fps,finals  Join THE FINALS, the world-famous, free-to-play, combat-centered game show! Fight alongside your teammates in virtual arenas that you can alter, exploit, and even destroy. Build your own playstyle in this first-person shooter to win escalating tournaments and lasting fame.","the finals, the finals gameplay, the finals game, the finals best build, the finals tips, the finals beta, the finals best settings, the finals light build, the finals best, the finals best gun, the finals trailer, the finals best class, the finals guide, the finals review, the finals open beta, the finals best light build, the finals best weapon, the finals best controller settings, the finals best weapons, the finals movement, the finals fps, finals",2023-12-14 05:00
