Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"👍 #battlefield #battlefield2042 #battlefield2042edit","https://youtube.com/shorts/Zwmp2uKwXE4",12952598,0,18639,"Toxic Gamer","#battlefield #battlefield2042 #battlefield1 #battlefield5 #battlefield4 #gameplay #fps #fpsgames","",2024-10-05 07:31
"The COLDEST Clip ever in Battlefield 2042..","https://youtube.com/shorts/neNf8rj5eAQ",7804886,360027,3811,"SQUiD G+","The BEST Battlefield 2042 clips on YouTube","",2024-08-21 00:15
"Making a normal troll face edit. Pilot Skills 🥶. Battlefield 2042. #trollface #edit #phonk #capcut","https://youtube.com/shorts/onXYWQtca8c",6996541,482638,4350,"ITZAYUSHEDITS","Making a normal troll face edit. Pilot Skills 🥶. Battlefield 2042. #trollface #edit #phonk #capcut #capcutedit #battlefeild #jet #fighterjet #army #soldier #airforce #games #trailer #game #animation #gametrailers #best #bestgame #gameplay #pc #pcgaming #trollfaceedit #music #airplane #song #lyrics #youtube #short #reels #instagram #trending #trend #video #viral #viralvideos    The Clips in this video is from Battlefield 2042 trailer.  Thanks for watching 💕.","games, game trailer, video, song, phonk, music, lyrics, gaming, pc, pc games, battlefield, fighter jet, jet, plane, airplane, pilot, troll, troll face, edit, capcut, YouTube, shorts, Instagram, reels, best, viral video, viral, trending, trend",2024-08-09 16:19
"Meh to Legendary #shorts #battlefield2042multiplayer #battlefield2042 #battlefield","https://youtube.com/shorts/bCRb_KyAvro",8131846,139499,1086,"FearlessDLAAGaming","","battlefield 2042, battlefield 2042 jet, battlefield 2042 funny moment, battlefield jet kill, battlefield 2042 kamikaze, battlefield 2042 epic kill, battlefield short, battlefield 2042 gameplay, battlefield 2042 moments, battlefield 2042 cinematic, battlefield 2042 montage, fighter jet battlefield, battlefield 2042 kills, bf2042 jet, bf2042 funny, battlefield 2042 chaos, battlefield 2042 highlight, battlefield 2042 airstrike, battlefield 2042 vehicle kill",2025-04-19 21:15
"The BEST Quad Feed in Battlefield 2042..","https://youtube.com/shorts/847vdcAbAJk",3214600,126982,451,"SQUiD G+","The BEST Battlefield 2042 clips on YouTube..","",2024-11-08 03:15
"One Man ARMY in Battlefield 2042..","https://youtube.com/shorts/HagIjYFZuRQ",2764514,89429,1125,"SQUiD G+","The BEST Battlefield 2042 clips on YouTube..","",2024-10-29 01:15
"Funny Failed RENDEZOOK in Battlefield 2042..","https://youtube.com/shorts/VVBzszVzhcI",2531492,49468,135,"SQUiD G+","The BEST Battlefield 2042 clips on YouTube..","",2024-12-11 06:15
"I scared camper in #battlefield2042 #battlefield #bf2042","https://youtube.com/shorts/Z0Kr-aNwJuI",3110658,63708,866,"Minga_YT","I scared camper in #battlefield2042 #battlefield #bf2042","Battlefield 2042, #battlefield2042, #battlefield, #bf2042, #dice, #ps5, #jet, #f35, #shooter, #shootergame, бателфилд, бателфилд2042, бф2042, самолёт, #playstation, #XFAD-4, #draugr, #bf2042clip, #epic moments, #epic, #fun, #funnyvideo, #funny, #funnyvideos, #memes, #funnymemes, #meme, #comedy, #funnymeme, #tiktok, #lol, #like, #humor, #jokes, #trending, #funnyclips, #comedyvideo, #laugh, #lmao, #смех, #юмор, #приколы, #прикол, #смешно, #gameplay, #taxi, #bmp2, #bradley, #napalm, #camper, #sniper, #bf1, #bf3, #bf4, #badcompany, #bf5, #scared",2025-02-21 17:00
"Such Epic DETAIL in Battlefield 2042..","https://youtube.com/shorts/KG9HzOw-DJw",1650407,36871,196,"SQUiD G+","The BEST Battlefield 2042 clips on YouTube..","",2024-10-17 02:00
"The BEST clip Yet in Battlefield 2042..","https://youtube.com/shorts/poD_vBWvBIk",1504903,61423,661,"SQUiD G+","The BEST Clips in Battlefield 2042 on YouTube..","",2024-09-17 00:15
"The BEST Hijack in Battlefield 2042..","https://youtube.com/shorts/RO8XqglWCXI",1265771,30450,170,"SQUiD G+","The BEST Battlefield 2042 clips on YouTube..","",2024-11-14 03:15
