Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"I Got Banned in Apex Legends... 😭","https://youtube.com/shorts/tqL3-7ixz8U",7741752,266423,2520,"schrodingerLee","COME JOIN NOW LIVE😎: twitch.tv/schrodingerlee  follow my socials discord for the bois: https://discord.com/invite/schrodingerlee https://www.instagram.com/schrodingerlee https://www.tiktok.com/@schrodingerlee https://twitter.com/schrodingerlee","schrodingerlee japan, schrodingerlee and rena, schrodingerlee and enoki, schrodingerlee vods, schrodingerlee rena, schrodingerlee enoki, schrodingerlee valorant, schrodingerlee face reveal, schrodingerlee mira, schrodingerlee nako, schrodingerlee, schrodingerlee hokkai, schrodingerlee vrchat, schrodinger lee, schrodingerlee cottontail, schrodingerlee twitch, irl schrodingerlee, mira schrodingerlee, hokkai schrodingerlee, valorant schrodingerlee, apex legends, faide, aceu",2025-04-17 20:36
"How hard is #1 Apex Predator to hold? #shorts","https://youtube.com/shorts/6wFWoMy_HXM",2093609,67579,655,"HisWattson","","",2025-03-23 12:52
"【Apex Legends】　上手さよりもきもさを大事に　 #shorts","https://youtube.com/shorts/fVlJFv91qQY",2149323,14041,122,"ぺんぎんです","#エーペックスレジェンズ #エーペックス #ゆっくり実況   動画の編集方法など参考にさせていただいた方 @おぐみちゃん  録画ソフト→OBS 編集ソフト→YMM4＋Aviutl  差材提供サイト ◎全曲無料・フリー音楽素材/魔王魂様→http://maoudamashii.jokersounds.com/ ◎DOVA-SYNDROME様→https://dova-s.jp/ ◎効果音ラボ様→http://soundeffect-lab.info/  この動画は東方Projectの二次創作です。原作に無い設定が多く含まれます。  ■東方Project：二次創作ガイドライン https://touhou-project.news/guideline/  ■立ち絵素材：きつねゆっくり http://www.nicotalk.com/charasozai_kt...  ■立ち絵素材：素材規約 http://www.nicotalk.com/kiyaku.html#g...   ■AquesTalk：ゆっくりボイス https://www.a-quest.com/","",2025-04-24 17:30
"Faide Juking Everyone With New Wraith Buff #apexlegends","https://youtube.com/shorts/9isVZU9mfm0",1516729,34545,235,"NH - Apex Legends","Apex Legends  https://www.twitch.tv/  #apex #apexlegends","apex, legends, apex legends, noobhunter, noobhunter apex, noobhunter apex legends, apex legends funny, apex legends funny moments",2025-03-27 05:00
"3年前のスピットファイアが強すぎるww【Apex Legends】Apexあるある #Shorts","https://youtube.com/shorts/FWiurevI0iQ",1121090,32129,290,"ベジタイムにんじん","配信などはTwitterでお知らせしてます。 にんじんTwitter↓ https://twitter.com/VegetimeNINJIN  チャンネル登録や高評価をして頂けるとニッコリします。 よろしくお願いいたします。 https://www.youtube.com/channel/UCrkMfrxOb8FGJvLmQGKxhFw  【お問い合わせ＆仕事連絡はこちらへ】 →buber_info@blueoceanmedia.jp   #Shorts","Apex, エーペックスレジェンズ, Switch, PS4, 初心者, PC, PS5, 調整, ネタ, えぺ, チーター, チート, 弱体化, グリッチ, サポート, 強化, アップデート, TikTok, シーズン24, アッシュ",2025-03-17 17:29
"Sparrow is the best movement legend #apexlegends #apex #apexlegendsclips #apexmovement","https://youtube.com/shorts/jhmsjGHtXFw",1746845,43630,758,"Kagenou","","",2025-05-09 10:37
"全員スキャンはえぐすぎるｗｗｗ【APEX LEGENDS】 #apex #apexlegends #エーペックス","https://youtube.com/shorts/wsmYG4x4kSg",1830162,25181,393,"じーぷろ【APEX解説】","コメント、高評価いつもありがとう！ パスファインダーを極めています！ 10万人登録者目標です...!  メンバーシップ↓ https://www.youtube.com/channel/UC5DvsaWSa_Hi4-QjOTv0eTw/join  ■プロフィール■ 各種SNSでコンテンツ投稿及び配信をしています！ X  https://twitter.com/gprodaisuki Tiktok https://www.tiktok.com/@gprodaisuki Twitch  https://www.twitch.tv/gprodaisuki  所属チーム LILAS Gaming  各種共にIDは@gprodaisuki  感度 800 1.2 1.0 FOV110  マウス AIM1 時雨  キーボード Apex pro mini  マウスパッド ARTISAN 零 FX MID  イヤホン se215  #パスファインダー  #Apex #エーペックス","apex, apexlegends, エーペックス, じーぷろ, Gprou, エーペックスレジェンド, パスファインダー",2025-05-10 12:01
"SPARROW MOVEMENT IS CRAZY 😲","https://youtube.com/shorts/xvZP2hpugiU",1583965,27955,315,"The Gaming Merchant","SPARROW MOVEMENT IS CRAZY  😲 #shorts","Apex Legends, Apex, Play Apex",2025-05-07 20:54
"Mande Finds a New Broken Nade Spot #apexlegends","https://youtube.com/shorts/CBNWLqyHLP8",1575285,20830,125,"NH - Apex Legends","Apex Legends  https://www.twitch.tv/  #apex #apexlegends","apex, legends, apex legends, noobhunter, noobhunter apex, noobhunter apex legends, apex legends funny, apex legends funny moments",2025-04-10 03:00
"Taxi2g Teaches PRO's New Alter TP Spot #apexlegends","https://youtube.com/shorts/d2EU_21Xkn8",1575381,20781,99,"NH - Apex Legends","Apex Legends  https://www.twitch.tv/  #apex #apexlegends","apex, legends, apex legends, noobhunter, noobhunter apex, noobhunter apex legends, apex legends funny, apex legends funny moments",2025-05-04 19:23
