Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"PS5で無料リリースのFPSに""日本の侍""が追加!!『日本刀で銃弾を弾けるww』【THE FINALS : 実況者ジャンヌ】#fps #shorts #ps5","https://youtube.com/shorts/hILCsVMLQjA",480996,14328,319,"実況者ジャンヌ","ご視聴ありがとうございます(:3 【Twitter】ダラダラと日常をツイートしてます(:3↓ 【@bulletjda】 https://twitter.com/bulletjda  【CoD:MW3 の再生リストはこちら↓】 https://youtube.com/playlist?list=PLoVj4uT0mwx1NPKzMvxDF1gcup_yejqpq&si=5TFOZwQp_NzsseLP  【サバゲー実写の再生リストはこちら↓】 https://www.youtube.com/playlist?list=PLoVj4uT0mwx24tut6FxdOaMTceSkYbOB0  BGM、SEをお借りしてるサイト↓魔王魂様 ※ニコ二コモンズ,NCSも使用中 http://maoudamashii.jokersounds.com/ https://www.youtube.com/user/NoCopyrightSounds https://musmus.main.jp/","Video, Game, 動画, ゲーム, ゲーム動画, 実況, 実況動画, ゲーム実況, FPS, FPS動画, FPS実況, FPSゲーム, 実況者, 実況者ジャンヌ, YouTuber, 面白い, ネタ, コメディー, 爆笑, 面白動画, おもしろ動画, ネタ動画, CallofDuty, Call of Duty, CALLOFDUTY, CoD, コッド, COD, シーオーディー, コールオブデューティ",2024-06-29 18:00
"THE FINALS | Season 6 Trailer","https://youtube.com/shorts/FWbumSNA4mk",109841,6540,676,"THE FINALS","RISING STARS it's your time to shine!  SEE YOU IN THE ARENA!   X: https://twitter.com/reachthefinals  Discord: https://discord.com/invite/thefinals  Steam | GeForce NOW: https://store.steampowered.com/app/2073850/THE_FINALS/  PlayStation 5: https://store.playstation.com/en-se/concept/10006873/  Xbox Series X|S: https://www.xbox.com/en-US/games/store/the-finals/9pgd71cmds0z  Check out the Season 5 soundtrack: https://lnk.to/TheFinalsS5OST  https://reachthefinals.com   #thefinalsgame #reachthefinals #thefinals","",2025-03-20 19:00
"話題沸騰中の神ゲー「THE FINALS」の魅力5選！！#無料#fps #thefinals #pc #ps5 #xboxseriesx #xboxseriess","https://youtube.com/shorts/jiN4MnroP4s",98279,1892,87,"ティム【ゲーム実況】","※この動画は個人の意見・考えを含んでいますので予めご了承下さい。 チャンネル登録・グッドボタンよろしくお願いします！ Twitter→ https://mobile.twitter.com/ Tim78_Jack  本編：https://youtu.be/KyCYmHSziDM  【前回の動画】 世界中で超話題のFPS「THE FINALS」にがヤバすぎる！？↓ https://youtu.be/mR0Nde2jrE4  銃声のメイキング映像↓ https://youtu.be/xuftkDxjGT4  【使用させて頂いた公式映像】 https://youtu.be/Gq-R9GjW-Ik https://youtu.be/uxloMQgfoYI https://youtu.be/MYQLw2b__qA  https://youtu.be/xuftkDxjGT4  【主に使用するBGM】 Song: VAANCE & Deerock - Electric (feat. Robbie Rosen) (jeonghyeon Remix) [NCS Release] Music provided by NoCopyrightSounds Free Download/Stream: http://ncs.io/ElectricRemix Watch: http://youtu.be/   タイトル：THE FINALS 開発：Embark Studios  ジャンル: FPS 対応機種：PC/PS5/Xbox Series X/Series S 価格 : 基本プレイ無料+ アイテム課金  発売日: 未定","THE FINALS, ザファイナルズ, FPS, ゲームシューティングゲーム, 無料, 新作無料, PS5, Xbox, PCゲーム, 魅力, 5選",2023-03-02 16:35
"THE FINALS | S6 Battle Pass","https://youtube.com/shorts/n4OtwjbVZu0",96855,6787,813,"THE FINALS","Get a look at the Season 6 Battle Pass!   SEE YOU IN THE ARENA!   X: https://twitter.com/reachthefinals  Discord: https://discord.com/invite/thefinals  Steam | GeForce NOW: https://store.steampowered.com/app/2073850/THE_FINALS/  PlayStation 5: https://store.playstation.com/en-se/concept/10006873/  Xbox Series X|S: https://www.xbox.com/en-US/games/store/the-finals/9pgd71cmds0z  Check out the Season 5 soundtrack: https://lnk.to/TheFinalsS5OST  https://reachthefinals.com   #thefinalsgame #reachthefinals #thefinals","",2025-03-19 03:01
"THE FINALS | DISSUN - FUEL. FIRE. POWER.","https://youtube.com/shorts/jNQwQZ5-IZ4",72164,4850,602,"THE FINALS","DISSUN - FUEL. FIRE. POWER.  SEE YOU IN THE ARENA!   X: https://twitter.com/reachthefinals  Discord: https://discord.com/invite/thefinals  Steam | GeForce NOW: https://store.steampowered.com/app/2073850/THE_FINALS/  PlayStation 5: https://store.playstation.com/en-se/concept/10006873/  Xbox Series X|S: https://www.xbox.com/en-US/games/store/the-finals/9pgd71cmds0z  Check out the Season 3 soundtrack: https://lnk.to/TheFinalsS3OST  https://reachthefinals.com   #thefinalsgame #reachthefinals #thefinals","",2025-01-22 19:04
"Ranking THE FINALS Weapons For HEAVY CLASS 🔥 #shorts #thefinals","https://youtube.com/shorts/nG3hfkttwwk",64890,2687,100,"HazzaBo","Ranking the finals heavy weapons using memes                #thefinals #thefinalsranking #thefinalstierlist #thefinalsheavybuild #thefinalsheavyweaopns #thefinalsm60 #thefinalsflamethrower #thefinalslewisgun #thefinalsgoogun #thefinalssa1216 #thefinalsmgl32 #thefinalssledgehammer #thefinalsclips #thefinalstips #thefinalsgame #thefinalslive","the finals, the finals game, the finals ranking, the finals tier list, the finals heavy build, the finals heavy weaopns, the finals m60, the finals flamethrower, the finals lewis gun, the finals goo gun, the finals sa1216, the finals mgl32, the finals sledgehammer",2024-01-29 10:15
"【新作無料FPS】話題沸騰中の「THE FINALS」の配信機種は？？#fps #thefinals #pc #ps5 #xboxseriesx #xboxseriess","https://youtube.com/shorts/rPbYRZei9EM",40173,587,47,"ティム【ゲーム実況】","※この動画は個人の意見・考えを含んでいますので予めご了承下さい。 チャンネル登録・グッドボタンよろしくお願いします！ Twitter→ https://mobile.twitter.com/ Tim78_Jack  【前回の動画】 世界中で超話題のFPS「THE FINALS」にがヤバすぎる！？↓ https://youtu.be/mR0Nde2jrE4  THE FINALSの魅力5選！！↓ https://youtu.be/KyCYmHSziDM  【使用させて頂いた公式映像】 https://youtu.be/Gq-R9GjW-Ik https://youtu.be/uxloMQgfoYI https://youtu.be/MYQLw2b__qA  https://youtu.be/xuftkDxjGT4  【主に使用するBGM】 Song: VAANCE & Deerock - Electric (feat. Robbie Rosen) (jeonghyeon Remix) [NCS Release] Music provided by NoCopyrightSounds Free Download/Stream: http://ncs.io/ElectricRemix Watch: http://youtu.be/   タイトル：THE FINALS 開発：Embark Studios  ジャンル: FPS 対応機種：PC/PS5/Xbox Series X/Series S 価格 : 基本プレイ無料+ アイテム課金  発売日: 未定","THE FINALS, ザファイナルズ, FPS, 新作ゲーム, PS5, PC, Xbox, Switch, 配信プラットフォーム, 配信機種, short",2023-03-03 17:05
"The Finals - Ray Gun Gameplay Reveal! #thefinals #gaming","https://youtube.com/shorts/qiRa4sxXVhQ",34606,1094,47,"Epitomy","#thefinals #thefinalsbeta #thefinalsgame","The Finals, FInals, Finals tips, Finals strategies, The finals guide, 50 tips the finals, the finals, the finals pc, the finals game, the finals tips, the finals guide, the finals launch, the finals gameplay, the finals pro tips, the finals destruction, the finals advanced tips, the finals tips and tricks, the finals hidden mechanics, finals tips, RAY GUN, ray gun in the finals, ray gun skin bundle the finals, ray gun, ray gun pistol skin, ray gun preview",2024-02-29 19:57
"【新作】話題沸騰中の「THE FINALS」の配信日はいつ？＃無料 #fps #pc #thefinals #ps5 #xboxseriesx #xboxseriess","https://youtube.com/shorts/SZAgoAvjvJs",31592,308,14,"ティム【ゲーム実況】","※この動画は個人の意見・考えを含んでいますので予めご了承下さい。 チャンネル登録・グッドボタンよろしくお願いします！ Twitter→ https://mobile.twitter.com/ Tim78_Jack  【前回の動画】 世界中で超話題のFPS「THE FINALS」にがヤバすぎる！？↓ https://youtu.be/mR0Nde2jrE4  銃声のメイキング映像↓ https://youtu.be/xuftkDxjGT4  【使用させて頂いた公式映像】 https://youtu.be/Gq-R9GjW-Ik https://youtu.be/uxloMQgfoYI https://youtu.be/MYQLw2b__qA  https://youtu.be/xuftkDxjGT4  【主に使用するBGM】 Song: VAANCE & Deerock - Electric (feat. Robbie Rosen) (jeonghyeon Remix) [NCS Release] Music provided by NoCopyrightSounds Free Download/Stream: http://ncs.io/ElectricRemix Watch: http://youtu.be/   タイトル：THE FINALS 開発：Embark Studios  ジャンル: FPS 対応機種：PC/PS5/Xbox Series X/Series S 価格 : 基本プレイ無料+ アイテム課金  発売日: 未定","THE FINALS, FPS, ザファイナルズ, ゲーム, シューティングゲーム, PvP, PS5, PC, Xbox, 基本プレイ無料, 配信日, 発売日, THE FINALS, FPS, ザファイナルズ, ゲーム, シューティングゲーム, PvP, PS5, PC, Xbox, 基本プレイ無料, 配信日, 発売日, THE FINALS, FPS, ザファイナルズ, ゲーム, シューティングゲーム, PvP, PS5, PC, Xbox, 基本プレイ無料, 配信日, 発売日, THE FINALS, FPS, ザファイナルズ, ゲーム, シューティングゲーム, PvP, PS5, PC, Xbox, 基本プレイ無料, 配信日, 発売日",2023-03-04 14:07
"破壊兵器で自爆特攻を繰り返すバカ【THE FINALS】#shorts","https://youtube.com/shorts/AqaL0btywTY",30571,1055,9,"脱法さんそ","一緒に遊んだ人。 ポビンラ : @pobinra  油粘土マン : @油粘土マン   メンバーシップ : https://www.youtube.com/channel/UCyjEPFztffzwcof-brtKrVg/join ツイッター : https://twitter.com/o2_o2222  #ザファイナルズ #THE FINALS","脱法さんそ",2023-12-13 18:27
