Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"End level camping in pubg 🔥 Victor pro camper😰 Imam Gaming","https://youtube.com/shorts/CWBFrctcQTM",184054820,3375654,1337,"Imam Gaming","","",2024-09-16 16:37
"free fire lover #shorts #freefire #pubg #story","https://youtube.com/shorts/4jHxFuPKL1M",80530395,1984483,0,"Basir Sk","free fire lover #shorts #freefire #pubg #story   free fire lover, new free fire lover, free fire, free fire lover story, free fire mental, story, every free fire lovers, free fire pagal, pubg lovers, free fire game, pubg V's free fire, pubg game, pubg, pubg pagal, power of free fire, power of pubg, pubg power, free fire power, basir sk, village boy, funny video, comedy video,","free fire lover, new free fire lover, free fire, free fire lover story, free fire mental, story, every free fire lovers, free fire pagal, pubg lovers, free fire game, pubg V's free fire, pubg game, pubg, pubg pagal, power of free fire, power of pubg, pubg power, free fire power, basir sk, village boy, funny video, comedy video",2023-09-03 11:20
"#ببجي_موبايل #اشتراك #pubgmobile #ببجي #العراق #pubg #لايك #gaming #music","https://youtube.com/shorts/KMt2KayWSaU",82056804,485442,3128,"سقوات روبوتات","#PUBGMOBILE #ببجي_موبايل #مواهب_ببجي_موبايل_العربية  تحمیل لعبە ببجی 👇  https://app.adjust.com/3eeo4kw_duijq0d?deep_link=igame1320%3A%2F%2F&campaign=NextStar_c0e99b425651e19acdbfd4b5cb1f1b94  MY ID PUBG : 5300132697 NAME PUBG : Ｄｅａｄ６ customize resolution gameloop : 1920 x 1440 ------------------------------  Device : Laptop Lenovo Legion 5 Rayzen 4500 Series AMD ----------------- Graphics card : 4GB GTX 1650 TI 120Hz -------------------- RAM : 16GB    3.00GHz ----------------- Record : OBS ------------------ Edit : CupCut ------------------- Gameloop : graphics HD 2K 90 FPS  --------------- Headset : Hunterapider PRO GAMING HEADSET  ---------------- pubg mohib arabic ببجي سقوات روبوتات ببجي سقوات#PUBGMOBILE #ببجي_موبايل #مواهب_ببجي_موبايل_العربية  تحمیل لعبە ببجی 👇  https://app.adjust.com/3eeo4kw_duijq0d?deep_link=igame1320%3A%2F%2F&campaign=NextStar_c0e99b425651e19acdbfd4b5cb1f1b94  MY ID PUBG : 5300132697 NAME PUBG : Ｄｅａｄ６ customize resolution gameloop : 1920 x 1440 ------------------------------  Device : Laptop Lenovo Legion 5 Rayzen 4500 Series AMD ----------------- Graphics card : 4GB GTX 1650 TI 120Hz -------------------- RAM : 16GB    3.00GHz ----------------- Record : OBS ------------------ Edit : CupCut ------------------- Gameloop : graphics HD 2K 90 FPS  --------------- Headset : Hunterapider PRO GAMING HEADSET  ---------------- pubg mohib arabic ببجي سقوات روبوتات ببجي سقوات","",2024-07-18 21:28
"Real Gun Market in Afghanistan 🇦🇫 💀 #pubg #reallife #afghanistan","https://youtube.com/shorts/LB_QFfUecXY",27418914,1732402,2484,"On Road Indian","","",2025-02-10 22:10
"PUBG vs PATNI 😂 #shorts #comedy #pubg","https://youtube.com/shorts/NDPYvcGnxTg",20176704,575561,1885,"Sahu original","#shorts #funny #comedy","",2023-08-08 18:42
"How to demotivate a tank player 😂 #pubg #pubgmobile #payload #payload3 #bgmi","https://youtube.com/shorts/OOzGKucOYVI",18572420,448852,743,"NOWSHEK GAMING","","",2024-05-13 11:50
"KAPLANDAN BÜYÜK ASLAN VARDIR ☠️ #pubgmobile #pubg #shorts","https://youtube.com/shorts/zmr8rJXihFg",19133369,698815,2591,"TOLGAYT","#PUBGMNextStarProgram #PUBGMOBILEC7S19 #PUBGMOBILE #SHORTS #Tolgayt  https://sg.creatorhub.pubgmobile.com/t/m0jSrK","",2024-09-17 20:03
"The mumy in pubg mobile 🧐🧐😎😎 #mummy #pubgmobile #shorts","https://youtube.com/shorts/ByFd7seYDYU",21774469,178506,3774,"rerulere","","",2023-03-04 02:04
"ЛАЙФХАК ДЛЯ СНАЙПЕРА В PUBG","https://youtube.com/shorts/RhSknpHCLLg",14743081,402266,2019,"Recrent","Мой магазин G-COIN для доната в PUBG: https://clck.ru/39QMSY  Мерч: https://recrentshop.ru/  ➤Twitch стримы: https://www.twitch.tv/recrent ➤Telegram:  https://t.me/recrent ➤Группа VK: https://vk.com/recrent ➤Второй канал: https://www.youtube.com/channel/UCfBpmM8Ty4i93IIWXCK9EKQ ➤TikTok: https://www.tiktok.com/@recrent.twitch ➤Наш Discord: https://discordapp.com/invite/3yaQKgy ➤Twitter: https://twitter.com/recrent_  #pubg  #recrent #shorts","recrent, рекрент, shorts, шортс, рекрент шортс, рекрент клипы, recrent shorts, recrent warzone, рекрент варзон, pubg, пабг, пубг, pubg shorts, пабг шортс, пубг шортс, pubg mobile, пубг мобайл",2024-07-24 18:31
"TDM Tips you need - 2 #pubg #pubgmobile #ciaopubg","https://youtube.com/shorts/GEU8PbaliXw",13724356,550473,1007,"CIAO","#pubgmobile #pubg  #bgmi #bgmitipsandtricks  #ciaopubg  bgmi control setting bgmi control setting 4 finger bgmi control settings 2 finger bgmi control setting 4 finger code bgmi control setting 3 finger bgmi control setting code bgmi control setting 6 finger bgmi control settings 5 finger bgmi control setting copy bgmi control setting 4 finger new bgmi control setting 4 finger no gyro bgmi control setting fire button bgmi control setting android bgmi all control settings bgmi advance control setting bgmi control settings best bgmi best control setting 4 finger bgmi best control setting code bgmi best control setting 2023 bgmi control setting code 4 finger bgmi control settings change bgmi settings control crouch bgmi new control settings code bgmi best control settings chinese bgmi recoil control settings code bgmi control setting 3 finger code bgmi control setting 4 finger code 2023 bgmi control settings 5 finger code bgmi control setting details bgmi control setting for finger bgmi control settings for iphone 11 bgmi control settings four finger bgmi control setting 4 finger 4 finger bgmi control setting best control setting for bgmi bgmi control setting 3 finger in hindi bgmi control setting guide bgmi control settings gyroscope bgmi best control settings gyro bgmi game ka control setting bgmi control setting 4 finger gyroscope bgmi gyro control setting bgmi headshot control setting how to bgmi control setting how to make best control setting in bgmi bgmi best control settings in mobile control setting in bgmi  hip-firee sensitivity,hip-firee sensitivity pubg mobile, hipfire improvement pubg, hip fire drills, hipfire in pubg, hipfire improvement drills, hip fire aim, hipfire ads sensitivity, hip fire accuracy, hip fire aim drills, hip fire ak 47, hipfire and ads, hip fire drills pubg, hip fire drills pubg snax, hip fire drills pubg mobile, hip fire drills pubg chinese pubg close range tips pubg close range fight tips Bgmi close range  pubg close range drills bgmi game improvement close range tips and tricks pubg mobile close range fight tips and tricks pubg mobile  pubg mobile,pubg mobile tips and tricks,pubg mobile india,pubg mobile tutorial,pubg mobile guide,pubg mobile handcam,pubg mobile top 10 mistakes you make,pubg mobile top 20 tips and tricks,pubg mobile drills,top 10 mistakes in pubg mobile,5 tips and tricks to become a pro in pubg mobile,tips and tricks for pubg mobile,pubg mobile close range,pubg,top mistakes make noob in pubg mobile,top 5 reason you die in pubg mobile,bgmi,bgmi common mistakes,never do these mistakes in bgmi,how to screen shake in bgmi,bgmi tips and tricks,how to get smooth extreme in pubg 1.9.0,how to fix lag problem in bgmi,how to push rank in bgmi,how to get 20 ping in bgmi,how to win chicken dinner in bgmi,how to jiggle fast in bgmi,how to solve bgmi lag problem,how to fix lag in bgmi,how to reach conqueror in bgmi,how to fix joystick glitch in bgmi,realme 6 lag problem in bgmi,lag problem in bgmi,pubg mobile,top 10 mistakes in pubg mobile,pubg mobile tips and tricks,pubg mobile mistakes,pubg mobile top 10 mistakes you make,pubg mobile gameplay,pubg mobile guide,tips and tricks for pubg mobile,deadly mistakes you make in pubg mobile, pubg mobile mistakes,mobile,pubg mobile india,pubg mobile tutorial,pubg deadly mistakes,bgmi deadly mistakes,pubg mobile 8 mistakes,deadly mistakes,mistakes in pubg mobile,pubg mobile top 20 tips and tricks","pubg mobile, 4 finger claw pubg mobile, two thumb pubg mobile, 3 finger claw pubg mobile, 5 finger claw pubg mobile, 6 finger claw pubg mobile, pubg mobile tips and tricks, pubg mobile settings, control code, control code bgmi, control code pubg mobile, CONTROL BGMI, control bgmi 3 finger, control bgmi 4 finger, bgmi control settings 2 finger, best setting pubg mobile, best control settings pubg, bgmi, Best Pubg controls, Best Bgmi controls, Bixi op, ciao pubg",2024-06-13 10:32
