Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Lúcio 🎧 #overwatch #overwatch2 #game #gamer","https://youtube.com/shorts/t0c5Ivpns9w",55417839,644614,453,"Joao Doce","","",2022-10-15 10:57
"Ramattra’s Secret Ability in Overwatch 2 🤫","https://youtube.com/shorts/8F2JFu5rUqo",8197233,548460,1028,"Siege Tales","#overwatch2 #overwatch #animation","",2022-12-08 02:30
"Overwatch characters ages😀 #overwatch #overwatch2 #overwatchfunny #overwatchleague #overwatchgame","https://youtube.com/shorts/1xVigvobq-c",5386605,283121,3992,"ItsPapiDiego","","",2022-11-03 02:48
"D.Va got a buff #overwatch #overwatch2","https://youtube.com/shorts/VPiRlE4MiQs",3684427,117539,1745,"SpectreX Gaming","","",2022-10-09 06:04
"I ran into an interesting duo in Overwatch 2 🦶","https://youtube.com/shorts/5lnJKSmaTSY",2845011,225488,914,"Flats","Everything is streamed live @ https://www.twitch.tv/flats before being uploaded to YouTube.   The Overwatch 2 (OW2) grind is real and isn't stopping anytime soon  ► Second Channel: https://www.youtube.com/@FlatsTwo ► Clips Channel: https://www.youtube.com/@FlatsClips ► More Flats: https://www.youtube.com/@More_Flats  ►Edited by: Freshnuts  ►Follow Me ►Discord: https://discord.gg/XDFuxT5 ►Twitch: https://www.twitch.tv/flats ►Twitter: https://twitter.com/Flats_Ow ►TikTok: https://www.tiktok.com/@flats_ow ►Facebook: https://www.facebook.com/FlatsTTV   #overwatch2 #overwatch #Flats #reinhardt #shorts #funny","Flats, Flats Overwatch, FlatsOW, Flats_OW, flats bronzes, overwatch, Overwatch streamer, Florida mayhem Flats, overwatch 2, Overwatch 2, flats, florida mayhem flats, Overwatch, rammattra, ramattra, rammatra",2023-04-23 12:14
"RARE OVERWATCH 2 VOICELINES #overwatch #overwatch2 #gaming #ow2","https://youtube.com/shorts/J1y_F6KY0yw",2695290,207844,1293,"Niandra","#overwatch #overwatch2 #mercyoverwatch #ow2 #gaming   Now available on Steam, Overwatch 2 Season 8 Rise Of Darkness is here, bringing us Mauga, a whole new Winter Wonderland event, a mythic skin for Orisa, balance changes, legendary skins - and so much more! Such as Jingle Belle Mercy","overwatch, niandra overwatch, mercy overwatch, overwatch 2, overwatch 2 useless facts, overwatch 2 voicelines, hero interactions, viral, gaming, funny",2024-01-06 04:00
"YZNSA Torb 1 vs 1 in The Overwatch World Cup! | Overwatch 2 Highlight","https://youtube.com/shorts/5jjlHiUKT3U",2052891,121234,859,"Jay3","Enjoy this Overwatch 2 (OW2) gameplay!  🔔 Make sure to SUBSCRIBE and HIT THE BELL 🔔 😎 Become a MEMBER: https://www.youtube.com/@Jay3/join  🔴 Check out my Twitch stream @ https://twitch.tv/jay3  Jay3 Socials! 📽️ Jay3 Two: https://www.youtube.com/@Jay3Two 📽️ More Jay3: https://www.youtube.com/@MoreJay3 📽️ Jay3 Stream VODs: https://www.youtube.com/@Jay3StreamVODs 📽️ Jay3 IRL YT - https://www.youtube.com/@ChrisPavloff 🐦 Twitter: https://twitter.com/jay3ow 📽️ TikTok: https://tiktok.com/jay3twitch 📷 Instagram: https://www.instagram.com/jay3twitch 💬 Discord: https://discord.gg/jay3  Use code ""JAY3"" to save 20% on GFuel - https://gfuel.com/  Join CoachKoby's discord server to be a part of these events! Discord: https://discord.gg/coachkoby Twitch: https://twitch.tv/coachkoby Twitter: https://twitter.com/coach_koby  🎞️ Channel Manager: Snoozy ● https://twitter.com/snoozymp4 🎬 Edited by: Snoozy ● https://twitter.com/snoozymp4 🎨 Thumbnail by: DexterHere ● https://twitter.com/dexterhere_  💼 Business inquiries: christopherpavloff@gmail.com  #shorts #overwatch #overwatch2","spectating, spectate, spectates, overwatch, overwatch analysis, overwatch pro player, overwatch pro, overwatch funny moments, funny overwatch moments, OW, overwatch trolling, overwatch2, overwatch rage, overwatch jay3, jay3 overwatch, Jay3, jay3 highlights, best of jay3, grandmaster, overwatch grandmaster gameplay, overwatch spectate, overwatch moments, best of overwatch, widowmaker, grandmaster overwatch, gm overwatch, overwatch gm, overwatch 2 sojourn, overwatch 2 beta, ow2",2023-06-26 03:00
"Lucio Lore 🐸 #overwatchlore #overwatch2 #shorts #luciooverwatch","https://youtube.com/shorts/0cCo034WUEw",1886152,154797,622,"roysama_gg","","Lucio OW2, Lucio Lore, Lucio Lore🐸, Lucio overwatch, Lucio Correia dos Santos, Lucio full name, Lucio ow lore",2023-08-27 07:10
"Mythic Skins with Unique Gameplay Animations | Overwatch 2 [Fan-made]","https://youtube.com/shorts/AYXCR_3W6D4",1657484,55732,1915,"PJ Rascals","All Mythic skins have unique Hero Select animations, but what if they had some cosmetic ones during gameplay too? We made some concepts to explore the idea!  Twitter: https://twitter.com/PJRascals","overwatch, ow, overwatch 2, ow2, genji, junker queen, kiriko, sigma, tracer, mythic, skin, skins, cosmetics, battle pass, battlepass, animation, anim, unreal engine, unreal, engine, ue, ue5, unreal engine 5, unreal 5, blizzard, blizzard games, blizz, cinematic",2023-07-27 03:12
"Did Overwatch COPY Garden Warfare 2…? #pvz #overwatch2 #nostalgia","https://youtube.com/shorts/-CWPrqh3IKk",1603102,104985,564,"MewZe Clips","","",2024-03-04 22:00
"라인하르트 '운전' 면허시험  #overwatch2#오버워치2#라인하르트#운전","https://youtube.com/shorts/WY5Z6QtOW94",3080426,26737,516,"진혁JH","","",2025-04-03 14:14
"Heartfelt tribute to Gamers!❤️#gaming #overwatch2 #shorts","https://youtube.com/shorts/kIxV_PwdAdM",1386266,107794,173,"Dexev","#heartfelttribute #overwatchtribute #gamingcommunity #gamertribute #overwatchfans #gaminglegends #videogames #gamingshorts #blizzardgames #gamingheroes #gamingmemories #legendarygaming #gamingculture #gamersunite #overwatch2 #pcgaming #consolegaming #emotionalgaming #gamerlove #communitytribute #overwatchtributetofan #dexev #gamesgossipindia #games #restinpeacetechnoblade #shorts","",2025-01-19 15:30
"Calificando la JUNO de #Overwatch2 #Xamael","https://youtube.com/shorts/EfW78G0Z9OE",1351505,140927,714,"Xamael Fokiu","🍆 *MIRAME EN VIVO* ➥ https://twitch.tv/xamaelruix 🍆 🍕 *Todas mis redes* ➥ https://beacons.ai/xamael  ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  🐮 HAZTE MIEMBRO DEL CANAL -❯ https://www.youtube.com/@XamaelFokiu/join  📮 Contacto de negocios: Contactoxamael@gmail.com  #Xamael #XamaelRuix #XamaelFokiu","Colombia, español, samuelruix, xamaelruix, xamael, xama, multiversus español, juno, space ranger, overwatch 2, overwatch cinematica, overwatch 2 español, juno overwatch 2, como jugar juno, como jugar overwatch 2, momentos graciosos overwatch 2, clips overwatch 2, calificando, habilidades juno, calificando overwatch 2",2024-08-31 05:00
"Mythic vs Default Highlight Intros (Part 1) | Overwatch 2","https://youtube.com/shorts/aphonsgySRg",1123470,67147,496,"Sennti","#Sennti #Overwatch #ow    Mythic vs Default Highlight Intros | Overwatch 2  ▪ Socials TikTok: https://www.tiktok.com/@Sennti_ X: https://x.com/Sennti_ Instagram: https://www.instagram.com/senntii_/","sennti, sennti ow, overwatch, ow, ow2, ow 2, overwatch 2, all mythic highlight intros, mythic highlight intros, ow all mythic highlight intros, ow 2 all mythic highlight intros, ow2 all mythic highlight intros, overwatch all mythic highlight intros, overwatch 2 all mythic highlight intros, ow mythic highlight intros, ow 2 mythic highlight intros, ow2 mythic highlight intros, overwatch mythic highlight intros, overwatch 2 mythic highlight intros, mythic highlight intros overwatch",2024-10-16 21:00
"This new Rein charge tech is INSANITY #ow2 #owl #overwatch2 #overwatch #twitch #fyp #reinhardt","https://youtube.com/shorts/2MG7SdVOp9I",2035869,80526,358,"lhcloudy","❗Go to http://twitch.tv/lhcloudy27 To See Everything LIVE Before Posted Here❗  ↓ More Info Below ↓   🔵Discord ➡ https://discord.gg/lhcloudy  ⚫Twitter ➡ https://twitter.com/LhCloudy  🔴TikTok ➡ https://www.tiktok.com/@lhcloudy27clips       🎵Tracks Used:  #overwatch #overwatch2 #lhcloudy #reinhardt","Reinhardt, Overwatch, LhCloudy, lhcloudy, cloudy, LhCloudy27, LHCloudy27, lhcloudy27, rein, reinhardt, overwatch2, dafran, ml7, kraandop, yznsa, overwatch 2",2025-04-03 04:11
"COMMON Overwatch LIES Players ACTUALLY BELIEVE... #shorts #overwatch2 #overwatch #ow2 #ow","https://youtube.com/shorts/EFQ3p1b4_d4",1053215,72418,965,"MixedFreight","COMMON Overwatch LIES Players ACTUALLY BELIEVE... Comment if you still believe some of these Overwatch lies!  Subscribe - @MixedFreight  Channel I Edit For - @KarQives","COMMON Overwatch LIES Players ACTUALLY BELIEVE, Overwatch LIES Players ACTUALLY BELIEVE, LIES Players ACTUALLY BELIEVE, COMMON Overwatch LIES, overwatch 2, overwatch, ow2, ow, overwatch lies, overwatch 2 lies",2024-08-31 06:00
"Roadhog Healing Perk RADIUS in Overwatch 2","https://youtube.com/shorts/QS3HdPI-f3k",1158028,54993,325,"Popcorp","Roadhog's Major Perk allows him to heal his teammates, but there's no clear visual indicator of whether your teammates are inside the radius or not, so I made a concept for it!   #shorts  #overwatch  #overwatch2","Overwatch, Overwatch 2, OW, OW2, Overwatch Cosmetics, Overwatch 2 Cosmetics, Overwatch Skins, Overwatch 2 Skins, Winton Overwatch, Overwatch Kiriko, Overwatch Season 15, Overwatch 2 Season 15, Overwatch 2 Team Ups, Popcorp, Popcorp Overwatch, Overwatch 2 Perks",2025-02-22 01:00
"HOW TO pick your ROLE in Overwatch 2.","https://youtube.com/shorts/GvzXq5LGfeU",991094,68233,1025,"blouns","#overwatch2 #dps #support","overwatch 2, overwatch 2 gameplay, overwatch, overwatch main, overwatch find main, overwatch new player guide, who to main in overwatch 2, overwatch support, overwatch season 8, overwatch tips, overwatch tank, overwatch league, overwatch guides, find your perfect main, improve overwatch, overwatch tip, overwatch dps, overwatch aim guide, overwatch 2 news, overwatch 2 season 3, main, roast, main says about you, overwatch 2 guide, role, support, dps, tank, how to pick a role",2023-06-06 02:30
"ta1yoの推薦レベルが低い理由【Overwatch2】","https://youtube.com/shorts/xIvVypx0zaA",925516,18458,248,"ta1yo_tv","▼配信クリップ 2023/6/17 「CRCUP本番DAY1」 https://www.twitch.tv/videos/1848609466  ◼Twitter：https://twitter.com/ta1yo_tv ◼Twitch：https://www.twitch.tv/ta1yo_tv ◼Instagram：https://www.instagram.com/ta1yo.tv/  ⚡ZETA DIVISION Twitter - https://twitter.com/zetadivision Instagram - https://www.instagram.com/zetadivision/ Web - http://zetadivision.com STORE - https://store.zetadivision.com/  🤝Partners 日清食品 - https://www.nissin.com/jp/ JCB - https://www.jcb.jp/ モンスターエナジー - https://www.monsterenergy.com/jp/ja/home LEVEL∞ - https://www.pc-koubou.jp/pc/game.php ZENAIM - https://zenaim.com/ BenQ ZOWIE - https://zowie.benq.com/ja/index.html INZONE - https://www.sony.jp/inzone/brand/ Herman Miller - https://www.hermanmiller.com/ja_jp/  #Overwatch2 #ta1yo #ZETADIVISION","Overwatch, オーバーウォッチ, San Francisco Shock, プロ, ta1yo, 切り抜き, まとめ, リーグ, ゲンジ, トレーサー, キャラ, ランク, ZETA DIVISION",2023-06-22 20:00
"Freja Rollouts Are INSANE #overwatch2","https://youtube.com/shorts/-3OxnhT5MjE",1069604,37527,276,"NoobHunter","🎬 Pro Tip: Use the ""Feature This Clip"" Twitch function if you want to get featured on this channel or get more twitch views. It's found under the clips you or your fans have created. Good luck and have fun!   🔥Outro ►https://www.youtube.com/watch?v=r-ZYV8c9eFg 🐦 Twitter ►https://twitter.com/NoobHunterOW 🔔Subscribe! ► : http://bit.ly/NoobHunter 🔥More Funny Moments! ►http://bit.ly/FunnyMomentsOW  https://www.twitch.tv/  Ending Song: https://www.youtube.com/watch?v=r-ZYV8c9eFg Intro Song: https://www.youtube.com/watch?v=Uy5ODz63TbM  Permission from Blizzard Entertainment to use Overwatch Footage: https://www.blizzard.com/en-us/legal/dd76b654-f2c4-4aaa-ba49-ca3122de2376/blizzard-video-policy  Everything licensed under Creative Commons: By Attribution 3.0: https://creativecommons.org/licenses/by/3.0/  Overwatch 2 Funny Moments from Flats Super Warn Aspen ML7 OWCS and many more streamers!  #overwatch #overwatch2","overwatch, blizzard, ow, noobhunter, overwatch funny, overwatch funny moments, funny moments, overwatch best moments, best moments, overwatch moments, overwatch pro, overwatch best plays, overwatch highlights, overwatch gameplay, overwatch 2, ow 2, flats, super, ml7, warn, aspen",2025-03-25 00:00
