Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"モニターの置き方に驚くta1yo【 OverWatch 2 / ta1yo 切り抜き】#shorts #shorts #OWCS","https://youtube.com/shorts/eeRG3kGRC7g",1064454,23472,155,"【公認】ta1yo 切り抜き放送","モニターの置き方に驚くta1yo【 OverWatch 2 / ta1yo 切り抜き】#shorts #shorts #OWCS  元配信はta1yoさんのtwichの方でご覧になれます。 https://www.twitch.tv/videos/2380794076 ta1yoさんのtwitchはこちら https://www.twitch.tv/ta1yo_tv ta1yoさんのyoutubeはこちら https://www.youtube.com/@ta1yotv  ●ZETA DIVISION様に許可をいただいた上で、規約遵守のもと、ta1yoさんの切り抜き動画を投稿させていただいております。また、ガイドラインに則りアーカイブ終了後48時間経過後に投稿しています。 ●ZETA DIVISION許諾番号：0209","",2025-02-19 18:26
"【OW2】Are you a dog？【オーバーウォッチ2】 #ow #ow女子 #vtuber","https://youtube.com/shorts/9ADz3QB4ETE",812784,41123,137,"タルレミ・エラ","元配信はこちらから https://www.twitch.tv/tallemi_ella  X https://twitter.com/Tallemi_Ella  OW動画再生リスト https://www.youtube.com/playlist?list=PL4zdLohtRID4gFg8MzAh96njw6TXeCaIq  OWShorts再生リスト https://www.youtube.com/playlist?list=PL4zdLohtRID7288G8RP3uagVzqFxdqT3p","",2024-12-22 17:00
"ハンゾーでウォッチポイント防衛するなら開幕狙ってみよう！ #shorts #オーバーウオッチ2 #overwatch2 #ハンゾー #hanzo  #vtuber","https://youtube.com/shorts/RDRqCL_fhAw",1346036,16611,136,"灰生 ロク(はいいろく)","ワンチャン開幕キルとれるかも⁉","",2025-04-01 18:00
"【OW2】オホ声でバズった女の末路【オーバーウォッチ2】#shorts #overwatch2","https://youtube.com/shorts/HK_oGgs3H98",545386,27933,331,"猫らぶち","オホ顔イラストを描いてくださった絵師様⇒エリ様  ・絵師様Twitter https://x.com/Shizuki_eri  ・イラストのTwitter URL https://x.com/Shizuki_eri/status/1862115628523679770","オーバーウォッチ, オーバーウォッチ2, overwatch, overwatch2, OW, OW2, 猫らぶち, オホ声, オホ, 前世, Vtuber, 個人Vtuber, 新人Vtuber",2025-04-29 17:58
"【Valorant】OW,向いてますよ【オーバーウォッチ2】 #vtuber #ow女子 #valorant","https://youtube.com/shorts/KzYVM-4kLrI",367982,19443,157,"タルレミ・エラ","元配信はこちらから https://www.twitch.tv/tallemi_ella  X https://twitter.com/Tallemi_Ella  OW動画再生リスト https://www.youtube.com/playlist?list=PL4zdLohtRID4gFg8MzAh96njw6TXeCaIq  OWShorts再生リスト https://www.youtube.com/playlist?list=PL4zdLohtRID7288G8RP3uagVzqFxdqT3p   プレゼントやお⼿紙はこちら ￣￣￣￣￣￣￣￣￣￣￣ [宛先] 株式会社CodeBlitz/NORTHEPTION タルレミ・エラ宛 [送り先] 〒101-0021 東京都千代⽥区外神⽥4-14-1 秋葉原UDX14階  お仕事の依頼はこちら https://www.northeption.com/contact/  ￣￣￣￣￣￣￣￣￣￣￣","",2024-11-15 18:20
"【OW2】ゲンジで全ウルト反射した瞬間【オーバーウォッチ2】#overwatch2 #オーバーウォッチ2 #ow2 #ゲーム実況 #shorts","https://youtube.com/shorts/yGOAA5gz2lY",355704,7267,121,"せつなGAME","【Twitter】→https://twitter.com/setuna_272  ＃オーバーウォッチ２　＃OW2　#ゲーム実況   「面白かった」「また見たいな」と思っていただけたら、チャンネル登録・高評価をよろしくお願いします！ 次回の動画も、ぜひ見てください！  OW2実況シリーズ→https://www.youtube.com/playlist?list=PLGh8hUuQY71Rp8-h7qYfRf6Ed6BwzZhLt チャンネル登録→https://www.youtube.com/@UCi444Yc0_Y6-J3nDIdIq8NQ   【使用させていただいている音源・効果音提供者様】  ・効果音ラボ ・魔王魂 ・甘茶の音楽工房 ・DOVA-SYNDROME ・騒音のない世界 ・ニコニ・コモンズ  曲名　 Spektrem 音楽提供　NoCopyrightSounds 参照　“https://www.youtube.com/watch?v=n4tK7LYFxI0”  曲名　 Elektronomia 音楽提供　NoCopyrightSounds 参照　https://www.youtube.com/watch?v=TW9d8vYrVFQ","ゲーム, ゲーム実況, OW2, オーバーウォッチ2, オーバーウォッチ, おーばーうぉっち, FPS, 最強, ウルト, ウィドウメイカー, ウィドウ, 最速, アナ, D.Va, キリコ, マーシー, ファラ, 検証, ゲンジ, ラマットラ, ソジョーン, シグマ, エコー, リーパー, アプデ, 強化, 無限, ハンゾー, ゼニヤッタ, ゼニ, ラインハルト, ハルト, トレーサー, ドラゴン, ジャンカークイーン, マウガ, ホッグ, ロードホッグ, ルシオ, アッシュ, ジャンクラット, ジャンクラ, バスティオン, ドゥームフィスト, ドゥーム, タレ爺, トールビョーン, OWCS, シンメトラ, イラリー, メイ, 縛り, 禁止, 即終了, 跳ね返し, 木の葉返し, してみた, シリーズ",2024-07-20 19:00
"sellyは眼中になかったANS【オーバーウォッチ2】#shorts #overwatch2","https://youtube.com/shorts/5Ir1EWZlYwI",575043,9781,80,"official ANS","","",2025-05-14 19:00
"OW8秒早口言葉　#オーバーウォッチ2 #overwatch2 #shorts #short","https://youtube.com/shorts/ZIb4v78EDdY",373150,11928,199,"キング大車輪","","",2025-02-13 19:47
"【OW2】広告が少ない良心的な配信です【オーバーウォッチ2】 #vtuber #ow #ow女子","https://youtube.com/shorts/ypIYYHxOrlw",291775,10985,69,"タルレミ・エラ","元配信はこちらから https://www.twitch.tv/tallemi_ella  X https://twitter.com/Tallemi_Ella  OW動画再生リスト https://www.youtube.com/playlist?list=PL4zdLohtRID4gFg8MzAh96njw6TXeCaIq  OWShorts再生リスト https://www.youtube.com/playlist?list=PL4zdLohtRID7288G8RP3uagVzqFxdqT3p   プレゼントやお⼿紙はこちら ￣￣￣￣￣￣￣￣￣￣￣ [宛先] 株式会社CodeBlitz/NORTHEPTION タルレミ・エラ宛 [送り先] 〒101-0021 東京都千代⽥区外神⽥4-14-1 秋葉原UDX14階  お仕事の依頼はこちら https://www.northeption.com/contact/  ￣￣￣￣￣￣￣￣￣￣￣","",2024-11-30 17:17
"マニアックすぎるOW2の物真似","https://youtube.com/shorts/-mCh1A1q2WY",611333,16814,189,"塩入永遠","https://twitter.com/shikozaba https://www.twitch.tv/shikozaba","",2025-04-10 11:55
